is_contributor_anonymous,is_contributor_deleted,time_of_day,day_of_week,is_minor_edit,comment_length,is_comment_deleted,is_previous_same_contributor,time_since_last_article_edit,size_change,size_ratio,tableGeometryChange,tag_id
0,0,20,5,0,0,0,0,346776,49,1.009064,0.0,12
0,0,22,6,0,14,0,0,33937,10,1.0001353,0.0,5
0,0,22,6,0,14,0,0,33937,10,1.0001353,0.0,11
1,0,16,4,0,19,0,1,617,0,1.0,0.0,5
0,0,4,3,0,26,0,0,21981,-157,0.9893739,0.0,12
0,0,19,3,1,153,0,0,315,-5,0.9998215,0.0,12
0,0,19,2,0,70,0,0,5599,338,1.0254059,0.0,12
1,0,8,4,0,15,0,1,122,49,1.0014669,0.0,5
0,0,0,6,1,0,0,1,395,-116,0.99947,0.0,12
0,0,10,7,1,189,0,0,136807,0,1.0,0.0,12
0,0,19,3,0,29,0,1,451,-3340,0.9948741,0.0,12
1,0,23,7,0,21,0,1,95963,1903,1.0471717,0.0,12
1,0,18,3,0,0,0,1,81,9,1.0046827,0.0,2
1,0,18,3,0,0,0,1,81,9,1.0046827,0.0,11
0,0,2,7,0,98,0,1,185,5,1.000098,0.0,12
1,0,21,4,0,19,0,1,49,2,1.0001298,0.0,5
1,0,0,6,0,45,0,0,137555,25,1.0004399,0.0,12
1,0,14,2,0,16,0,0,71093,7,1.0005337,0.0,5
0,0,7,4,0,95,0,0,12248,187,1.006907,0.0,5
1,0,23,4,0,29,0,0,639,4,1.0000106,0.0,2
1,0,23,4,0,29,0,0,639,4,1.0000106,0.0,11
1,0,19,7,0,0,0,0,773800,-226,0.9850222,0.0,5
1,0,19,7,0,0,0,0,773800,-226,0.9850222,0.0,11
1,0,3,2,0,53,0,0,66,0,1.0,0.0,5
1,0,3,2,0,53,0,0,66,0,1.0,0.0,11
1,0,19,1,0,15,0,0,3747,0,1.0,0.0,12
0,0,18,1,1,136,0,0,15,-108,0.99161947,0.0,12
0,0,2,3,1,25,0,0,121622,63,1.0003538,0.0,12
1,0,12,7,0,0,0,1,402,-14201,0.61510736,-92.0,1
1,0,23,1,0,0,0,0,363885,50,1.005266,0.0,2
1,0,23,1,0,0,0,0,363885,50,1.005266,0.0,11
1,0,9,4,0,0,0,0,6786,47553,1.8953513,300.0,12
1,0,10,3,0,18,0,1,52,-1133,0.99168545,-8.0,12
0,0,9,1,0,113,0,0,16226,-1,0.9998782,0.0,5
0,0,8,2,1,17,0,1,55,10,1.0009601,0.0,12
0,0,22,2,1,185,0,0,1315,0,1.0,0.0,12
1,0,7,4,0,17,0,1,19,61,1.0011796,0.0,12
1,0,18,4,0,13,0,0,137,1,1.0000209,0.0,5
0,0,1,1,1,128,0,0,17,-18,0.99983007,0.0,12
0,0,2,6,1,20,0,0,49564,-1,0.99982095,0.0,12
1,0,2,4,0,43,0,1,68,-12,0.99916744,0.0,12
1,0,18,4,0,0,0,1,56,2,1.0001615,0.0,5
1,0,18,4,0,0,0,1,56,2,1.0001615,0.0,11
0,0,14,5,1,194,0,0,148,-3,0.99995244,0.0,9
0,0,8,7,1,16,0,1,249,468,1.0086293,0.0,12
1,0,5,7,0,23,0,1,219,-102,0.9971412,-17.0,12
1,0,20,1,0,23,0,0,75905,-8,0.99922824,0.0,4
1,0,20,1,0,23,0,0,75905,-8,0.99922824,0.0,11
1,0,19,3,0,36,0,0,866025,19,1.0004503,0.0,12
1,0,19,1,0,56,0,0,78339,75,1.0012866,0.0,12
1,0,17,7,0,18,0,0,26802,1,1.0000299,0.0,12
1,0,17,3,0,16,0,0,128936,0,1.0,0.0,5
1,0,19,2,0,30,0,1,56,0,1.0,0.0,5
1,0,19,2,0,30,0,1,56,0,1.0,0.0,11
0,0,11,7,1,0,0,0,-1176598,-1,0.999979,0.0,12
0,0,20,3,0,19,0,1,88795,1097,1.0086969,6.0,12
1,0,1,6,0,12,0,0,76,36,1.0059475,0.0,2
1,0,1,6,0,12,0,0,76,36,1.0059475,0.0,11
1,0,16,1,0,17,0,0,689446,1444,1.1423081,0.0,2
1,0,16,1,0,17,0,0,689446,1444,1.1423081,0.0,6
1,0,16,1,0,17,0,0,689446,1444,1.1423081,0.0,11
1,0,22,1,0,0,0,0,561337,24,1.0023313,0.0,2
1,0,10,4,0,31,0,0,93478,1063,1.035012,4.0,12
1,0,12,6,0,17,0,0,69,24,1.0003209,0.0,12
1,0,16,7,0,20,0,0,79201,-44,0.9999039,0.0,12
0,0,3,5,0,8,0,0,-2016728,97,1.0084012,0.0,12
0,0,7,1,1,182,0,0,10022,-5,0.9995354,0.0,12
0,0,17,3,0,27,0,1,38,-4,0.9999175,0.0,12
0,0,23,6,1,79,0,0,3719,-44,0.9995635,0.0,12
1,0,19,6,0,17,0,1,46,8,1.0000209,0.0,12
0,0,13,5,1,52,0,1,79,0,1.0,0.0,12
0,0,19,4,0,162,0,0,84871,-222,0.99763876,-2.0,12
0,0,19,3,0,72,0,0,1805,-1103,0.99763876,-7.0,12
0,0,23,5,0,0,0,0,1395,258,1.0203485,0.0,12
0,0,19,6,1,22,0,1,73,12,1.0001012,0.0,12
1,0,19,5,0,21,0,0,66183,-45,0.99977285,0.0,3
0,0,10,1,0,55,0,1,298,434,1.0138924,0.0,12
1,0,1,2,0,19,0,0,10775,1,1.0000196,0.0,12
1,0,5,6,0,0,0,0,-2086902,-26,0.9962088,0.0,5
1,0,5,6,0,0,0,0,-2086902,-26,0.9962088,0.0,11
0,0,11,7,0,15,0,1,578,0,1.0,0.0,12
0,0,13,3,0,17,0,1,73,34,1.0006768,0.0,12
1,0,8,3,0,35,0,1,126,-9,0.99993247,0.0,12
0,0,18,6,0,90,0,1,828,-201,0.99975216,0.0,12
0,0,9,3,0,39,0,0,88765,56,1.0038202,0.0,12
0,0,15,6,1,182,0,0,22260,-4,0.999969,0.0,12
0,0,22,7,0,18,0,0,516648,4,1.0000693,0.0,12
0,0,17,5,0,22,0,0,472904,15,1.0004735,0.0,12
1,0,14,7,0,68,0,1,146,1240,1.0596182,10.0,12
0,0,18,4,0,61,0,0,529142,-5,0.9954751,0.0,12
0,0,1,5,1,183,0,0,155,-1,0.99997914,0.0,12
1,0,4,7,0,46,0,1,158,0,1.0,0.0,12
1,0,2,5,0,14,0,1,102,38,1.002391,0.0,4
1,0,2,5,0,14,0,1,102,38,1.002391,0.0,11
0,0,14,5,0,24,0,0,55052,73,1.001489,0.0,12
1,0,16,6,0,17,0,0,3075,0,1.0,0.0,5
1,0,15,2,0,35,0,1,20,3,1.0000324,0.0,2
0,0,1,3,1,12,0,0,103,-24,0.99915797,0.0,12
0,0,21,4,0,20,0,1,33,-135,0.9896488,0.0,12
1,0,12,1,0,37,0,0,8894,-4,0.999868,0.0,12
1,0,6,3,0,21,0,0,124756,1,1.0000076,0.0,12
0,0,23,7,0,68,0,1,173193,1092,1.0154067,0.0,12
0,0,19,5,1,175,0,0,262,-1123,0.98581105,-5.0,12
1,0,0,4,0,39,0,0,817181,-113,0.98488903,0.0,3
0,0,16,4,0,7,0,1,-2967910,1553,1.0201181,7.0,12
0,0,14,2,0,16,0,1,1391,0,1.0,0.0,12
1,0,9,3,0,29,0,0,136723,-3085,0.9840561,-7.0,1
1,0,16,5,0,11,0,0,13684,0,1.0,0.0,12
0,0,14,7,0,39,0,1,187002,282,1.0030657,0.0,12
1,0,1,4,0,20,0,1,94,-67,0.9992909,0.0,2
1,0,11,4,0,0,0,1,192,1,1.0000077,0.0,12
0,0,1,5,0,51,0,1,69,-9,0.9999641,0.0,12
0,0,22,2,1,122,0,0,1127,6,1.0001261,0.0,12
0,0,4,6,1,20,0,0,35833,-7,0.99986935,0.0,12
1,0,8,2,0,12,0,0,-1701496,0,1.0,0.0,5
1,0,8,5,0,12,0,1,22,0,1.0,0.0,5
1,0,3,3,0,26,0,1,54,71,1.0014901,0.0,12
1,0,19,3,0,0,0,1,50,115,1.0005374,0.0,12
0,0,21,1,1,158,0,0,496,-826,0.9782963,-6.0,12
1,0,19,7,0,0,0,0,87608,18,1.0002064,0.0,12
1,0,6,7,0,0,0,0,1428771,257,1.0076803,0.0,12
0,0,0,6,0,113,0,0,6602,-24,0.9982095,0.0,12
0,0,23,7,0,30,0,1,28,260,1.0130444,0.0,12
1,0,1,2,0,0,0,0,86874,5,1.0000738,0.0,5
1,0,1,2,0,0,0,0,86874,5,1.0000738,0.0,11
0,0,2,1,0,17,0,1,16,-30,0.9947006,0.0,12
0,0,1,6,1,160,0,0,2875,-90,0.9965054,0.0,12
0,0,22,7,1,20,0,1,127,45,1.0002972,0.0,12
0,0,20,7,1,27,0,1,129,2,1.0000472,0.0,12
0,0,11,7,0,97,0,1,132,-946,0.9702731,-3.0,12
0,0,17,3,0,14,0,0,18,-9,0.9987656,0.0,12
1,0,21,2,0,13,0,1,29,0,1.0,0.0,12
0,0,4,5,0,0,0,0,-1313316,0,1.0,0.0,2
0,0,4,5,0,0,0,0,-1313316,0,1.0,0.0,5
0,0,4,5,0,0,0,0,-1313316,0,1.0,0.0,11
0,0,0,2,0,94,0,0,1409,-676,0.94712967,-3.0,12
1,0,9,7,0,10,0,1,338,218,1.0483584,32.0,12
0,0,11,2,1,8,0,0,41950,0,1.0,0.0,12
1,0,16,6,0,17,0,0,56389,81,1.003427,0.0,12
1,0,19,2,0,18,0,1,19,50,1.0017284,0.0,12
0,0,10,5,1,117,0,0,28,2809,1.0963273,8.0,12
1,0,21,3,0,17,0,1,71,0,1.0,0.0,12
0,0,23,5,0,88,0,0,2347999,-3,0.999938,0.0,12
0,0,17,5,0,17,0,0,39514,-275,0.98586047,-2.0,12
1,0,5,7,0,26,0,0,11705,32,1.0035336,0.0,2
0,0,17,7,1,15,0,0,144377,53,1.0069227,0.0,12
1,0,15,4,0,12,0,1,84,-41,0.99779904,0.0,12
1,0,7,3,0,0,0,0,133007,-1226,0.7701968,-4.0,1
1,0,3,3,0,16,0,0,-1440544,21,1.0006044,0.0,2
1,0,3,3,0,16,0,0,-1440544,21,1.0006044,0.0,11
0,0,8,5,0,27,0,0,337,589,1.044825,4.0,12
1,0,3,4,0,0,0,0,8535,0,1.0,0.0,2
1,0,3,4,0,0,0,0,8535,0,1.0,0.0,11
1,0,17,7,0,10,0,0,-1678153,-96,0.9982215,0.0,2
1,0,17,7,0,10,0,0,-1678153,-96,0.9982215,0.0,11
1,0,20,3,0,12,0,0,1432,0,1.0,0.0,3
1,0,18,4,0,20,0,1,706,46,1.0048208,0.0,5
1,0,15,5,0,19,0,1,79822,4715,1.7453367,20.0,12
1,0,12,6,0,0,0,1,227,2890,1.0859735,17.0,3
0,0,6,1,1,31,0,0,414740,535,1.0089372,4.0,12
1,0,13,7,0,17,0,0,80970,-185,0.9875922,0.0,12
1,0,23,5,0,19,0,0,4474,0,1.0,0.0,12
0,0,19,2,0,13,0,1,40,170,1.0022947,0.0,12
0,0,1,5,0,11,0,0,7060,-90,0.9974802,0.0,12
1,0,9,3,0,0,0,0,91476,-44,0.9928116,0.0,5
1,0,22,2,0,0,0,0,18677,226,1.0080341,2.0,2
1,0,22,2,0,0,0,0,18677,226,1.0080341,2.0,11
1,0,3,7,0,107,0,0,53246,18,1.0003674,0.0,3
0,0,21,3,1,51,0,0,1793255,-3,0.99975234,0.0,12
0,0,0,1,0,13,0,0,855204,-1,0.99973357,0.0,12
0,0,2,3,1,14,0,0,692765,30,1.0014031,0.0,12
0,0,5,2,0,126,0,0,31555,1147,1.0639746,0.0,12
1,0,15,3,0,19,0,0,466,-358,0.9748047,0.0,12
1,0,16,2,0,0,0,0,228,13,1.0002725,0.0,1
1,0,16,2,0,0,0,0,228,13,1.0002725,0.0,11
1,0,0,1,0,0,0,0,1486996,-87,0.9542587,0.0,5
1,0,0,1,0,0,0,0,1486996,-87,0.9542587,0.0,11
0,0,11,4,1,234,0,0,9,-11,0.9998037,0.0,12
0,0,2,4,0,126,0,0,10397,616,1.0060153,0.0,12
0,0,3,1,0,7,0,1,291,1123,1.0010035,6.0,12
0,0,0,1,1,104,0,0,185,-13,0.99746734,0.0,2
0,0,20,2,1,14,0,1,28,0,1.0,0.0,12
0,0,9,3,0,12,0,1,67,-4,0.9994244,0.0,12
1,0,20,2,0,0,0,1,134,-2,0.9998046,0.0,12
1,0,23,6,0,12,0,0,372901,-2,0.99986833,0.0,12
0,0,22,2,1,138,0,0,78,-12,0.9986413,0.0,12
0,0,22,4,1,111,0,0,-892206,108,1.0107849,0.0,12
1,0,16,5,0,12,0,1,1397,153,1.0054616,0.0,12
1,0,16,6,0,11,0,0,18523,99,1.0014303,0.0,5
1,0,16,6,0,11,0,0,18523,99,1.0014303,0.0,11
0,0,23,7,0,19,0,0,67241,36,1.0006777,0.0,12
0,0,2,3,0,0,0,0,48,130,1.0228994,0.0,3
0,0,2,6,1,187,0,0,14079,0,1.0,0.0,12
1,0,19,7,0,20,0,1,44,3,1.0000294,0.0,5
1,0,19,7,0,20,0,1,44,3,1.0000294,0.0,11
1,0,11,1,0,0,0,1,46,-6,0.99985516,0.0,5
1,0,7,7,0,23,0,0,448,-624,0.99169683,0.0,5
1,0,18,7,0,122,0,1,116,24,1.0001315,0.0,12
0,0,19,7,1,8,0,1,53,1,1.0003079,0.0,12
1,0,23,6,0,0,0,1,59,-40,0.99985236,0.0,12
1,0,1,4,0,0,0,0,15375,3973,1.7609653,68.0,2
1,0,1,4,0,0,0,0,15375,3973,1.7609653,68.0,11
0,0,15,6,0,55,0,0,449729,1890,1.1821511,0.0,12
1,0,6,2,0,64,0,0,7729,193,1.0028192,0.0,12
1,0,21,3,0,18,0,0,362781,-6,0.9994606,0.0,2
0,0,18,6,0,37,0,1,78718,1,1.0000377,0.0,12
0,0,3,5,0,72,0,0,3096,-533,0.9823434,0.0,12
0,0,5,1,0,199,0,0,36536,467,1.0025674,4.0,12
1,0,10,3,0,54,0,0,112,-17,0.9994421,0.0,12
1,0,3,4,0,27,0,0,-2314930,1,1.0000191,0.0,12
1,0,2,6,0,9,0,0,83935,235,1.0143749,0.0,12
0,0,14,6,1,28,0,0,167439,-1,0.9998918,0.0,12
1,0,3,4,0,0,0,0,119509,0,1.0,0.0,5
1,0,21,3,0,0,0,0,401,1,1.0003002,0.0,5
0,0,13,2,0,214,0,0,14903,0,1.0,0.0,5
1,0,21,7,0,0,0,0,190888,59,1.0019859,0.0,5
0,0,20,5,0,0,0,1,1770,96,1.0212154,0.0,12
1,0,9,1,0,0,0,1,65,1,1.000061,0.0,12
0,0,20,6,0,26,0,0,1976,86,1.0018594,0.0,2
0,0,20,6,0,26,0,0,1976,86,1.0018594,0.0,11
1,0,4,4,0,25,0,0,-1893330,-6,0.9999128,0.0,2
1,0,4,4,0,25,0,0,-1893330,-6,0.9999128,0.0,11
0,0,15,3,0,23,0,1,313,0,1.0,0.0,12
0,0,16,5,0,238,0,0,57213,1,1.0000933,0.0,12
1,0,19,5,0,12,0,0,80820,-602,0.9677834,-4.0,12
1,0,3,7,0,11,0,0,22967,2,1.0004612,0.0,5
1,0,3,7,0,11,0,0,22967,2,1.0004612,0.0,11
1,0,1,3,0,25,0,1,18,0,1.0,0.0,5
1,0,3,3,0,20,0,1,54,-13,0.99979144,0.0,12
0,0,7,1,0,0,0,0,11982,456,1.0348943,3.0,5
1,0,5,4,0,0,0,0,-1947286,5,1.0004208,0.0,5
1,0,21,6,0,13,0,0,79140,0,1.0,0.0,12
1,0,21,1,0,24,0,0,8153,-24,0.99430877,0.0,12
1,0,23,5,0,40,0,1,77,58,1.0012592,29.0,2
0,0,19,3,0,25,0,1,28,-61,0.9991667,0.0,12
0,0,7,5,0,19,0,1,173,74,1.0016723,0.0,2
0,0,7,5,0,19,0,1,173,74,1.0016723,0.0,11
0,0,4,5,0,19,0,0,70661,-2,0.99998355,0.0,5
0,0,4,5,0,19,0,0,70661,-2,0.99998355,0.0,11
0,0,23,2,1,133,0,0,133786,3,1.0001411,0.0,3
0,0,19,5,0,138,0,0,46557,-5,0.9999357,0.0,12
1,0,2,7,0,13,0,1,44,-17190,0.5497407,-291.0,1
1,0,2,7,0,13,0,1,44,-17190,0.5497407,-291.0,2
1,0,2,7,0,13,0,1,44,-17190,0.5497407,-291.0,11
1,0,17,4,0,0,0,0,-1834373,963,1.032653,11.0,12
0,0,18,4,0,20,0,0,9743,151,1.0138595,0.0,12
1,0,11,7,0,25,0,0,523500,50,1.0051557,0.0,3
0,0,19,5,0,0,0,1,90,0,1.0,0.0,12
1,0,9,2,0,0,0,0,26231,-5,0.99995023,0.0,2
1,0,9,2,0,0,0,0,26231,-5,0.99995023,0.0,11
0,0,3,3,1,0,0,0,522941,664,1.0067117,0.0,12
1,0,21,6,0,16,0,1,25,3,1.0001556,0.0,3
0,0,11,2,0,26,0,1,-2445569,-424,0.9412742,-3.0,12
1,0,0,7,0,17,0,0,154410,71,1.0005281,16.0,2
1,0,0,7,0,17,0,0,154410,71,1.0005281,16.0,11
0,0,5,3,0,62,0,0,13307,-550,0.9593015,-3.0,12
0,0,15,2,0,3,0,0,53546,2494,1.0475655,0.0,12
1,0,21,6,0,11,0,0,179334,30,1.0003457,0.0,5
0,0,17,7,0,0,0,1,46,-416,0.5976789,-2.0,1
1,0,21,3,0,26,0,0,117,3851,1.6490815,13.0,9
0,0,12,4,0,53,0,0,-1175078,677,1.2271812,3.0,12
1,0,3,2,0,14,0,0,12085,-533,0.973472,-2.0,12
0,0,7,3,0,23,0,1,46,5,1.0000838,0.0,12
0,0,19,3,0,44,0,0,26026,42,1.0009966,0.0,12
1,0,15,3,0,0,0,1,99,-515,0.9966253,-18.0,1
1,0,1,7,0,14,0,0,137,-523,0.9766986,0.0,2
0,0,6,2,0,0,0,0,267947,53,1.0010189,0.0,2
0,0,6,2,0,0,0,0,267947,53,1.0010189,0.0,4
0,0,6,2,0,0,0,0,267947,53,1.0010189,0.0,11
1,0,14,2,0,17,0,1,51,46,1.0060431,0.0,2
1,0,23,2,0,17,0,1,54,32,1.0074366,0.0,2
1,0,23,2,0,17,0,1,54,32,1.0074366,0.0,11
1,0,1,5,0,0,0,1,299,145,1.0048505,0.0,10
1,0,1,5,0,0,0,1,299,145,1.0048505,0.0,11
0,0,17,5,1,122,0,0,24,-69,0.99785125,0.0,12
1,0,20,7,0,0,0,0,265859,96,1.0021088,0.0,12
1,0,3,2,0,0,0,0,93338,3882,1.1220793,20.0,3
1,0,6,5,0,25,0,1,15,25,1.0023898,0.0,12
0,0,23,7,0,23,0,0,-1436907,-890,0.9155518,-5.0,12
1,0,12,6,0,13,0,1,360,-739,0.982861,0.0,5
1,0,12,6,0,13,0,1,360,-739,0.982861,0.0,6
1,0,12,6,0,13,0,1,360,-739,0.982861,0.0,11
1,0,15,4,0,0,0,0,137813,-39,0.9861849,0.0,12
0,0,14,4,0,52,0,0,407,-526,0.93312144,-4.0,12
1,0,13,7,0,23,0,0,147367,-9,0.99976355,0.0,6
1,0,3,4,0,23,0,0,-2185155,981,1.0041856,62.0,12
1,0,13,5,0,30,0,0,1050667,-3550,0.72555083,-3.0,1
0,0,1,2,1,129,0,0,35,-19,0.99954045,0.0,12
1,0,15,7,0,17,0,0,70840,113,1.0043824,0.0,2
1,0,2,5,0,22,0,0,965,-96,0.9856695,0.0,12
1,0,8,7,0,27,0,1,15,-2486,0.8114381,-1.0,1
0,0,19,4,0,110,0,0,472,-4,0.99997085,0.0,12
1,0,15,5,0,20,0,1,37,-1736,0.93934524,0.0,1
0,0,19,4,1,150,0,0,-1849553,-2,0.9997125,0.0,12
1,0,21,7,0,0,0,0,1892970,4,1.0008209,0.0,5
1,0,21,7,0,0,0,0,1892970,4,1.0008209,0.0,11
0,0,18,4,0,23,0,0,48723,364,1.006646,4.0,12
0,0,3,3,1,137,0,0,48,-37,0.9965763,0.0,12
1,0,10,4,0,24,0,0,39399,10,1.0000745,0.0,12
1,0,13,6,0,0,0,0,2624,2317,1.0127835,30.0,1
1,0,13,6,0,0,0,0,2624,2317,1.0127835,30.0,5
1,0,13,6,0,0,0,0,2624,2317,1.0127835,30.0,10
0,0,9,7,0,17,0,1,166,137,1.0108284,0.0,5
1,0,2,1,0,0,0,0,294,0,1.0,0.0,2
1,0,2,1,0,0,0,0,294,0,1.0,0.0,11
0,0,15,6,1,159,0,0,8,-33,0.9897164,0.0,12
1,0,15,4,0,20,0,0,67182,77,1.0161054,0.0,2
1,0,15,4,0,20,0,0,67182,77,1.0161054,0.0,5
1,0,15,4,0,20,0,0,67182,77,1.0161054,0.0,11
1,0,3,5,0,29,0,0,-1648144,0,1.0,0.0,12
1,0,4,4,0,42,0,0,202719,39,1.0005987,0.0,3
1,0,4,4,0,42,0,0,202719,39,1.0005987,0.0,11
1,0,0,6,0,0,0,1,51,-135,0.99745405,0.0,5
0,0,14,6,0,0,0,0,22933,3,1.0000143,0.0,5
0,0,14,6,0,0,0,0,22933,3,1.0000143,0.0,11
0,0,3,1,0,59,0,0,3566,0,1.0,0.0,12
1,0,18,2,0,21,0,1,232,0,1.0,0.0,12
0,0,21,1,0,45,0,1,122,-648,0.9842309,-4.0,12
0,0,17,3,1,159,0,0,82911,-1,0.99995106,0.0,12
1,0,10,3,0,10,0,0,-1020501,103,1.0027853,0.0,12
1,0,2,3,0,14,0,0,2142740,24,1.0019435,0.0,5
1,0,14,2,0,0,0,1,123,-34,0.9987221,0.0,5
1,0,14,2,0,0,0,0,42325,5526,2.0469875,0.0,1
1,0,14,2,0,0,0,0,42325,5526,2.0469875,0.0,8
0,0,21,1,0,119,0,0,75,95,1.0016773,0.0,5
1,0,14,6,0,111,0,0,1505,1227,1.0792379,1.0,6
1,0,14,6,0,111,0,0,1505,1227,1.0792379,1.0,10
0,0,0,2,0,21,0,1,195,0,1.0,0.0,12
1,0,19,4,0,17,0,1,27,0,1.0,0.0,12
1,0,16,5,0,0,0,0,9733,22,1.0617977,0.0,2
1,0,16,5,0,0,0,0,9733,22,1.0617977,0.0,5
1,0,16,5,0,0,0,0,9733,22,1.0617977,0.0,11
1,0,18,7,0,13,0,0,15038,0,1.0,0.0,12
1,0,19,4,0,0,0,1,110,-562,0.97304946,8.0,3
1,0,14,7,0,52,0,0,529220,430,1.0147039,3.0,12
0,0,4,7,0,0,0,1,822,28,1.0014681,0.0,3
0,0,4,7,0,0,0,1,822,28,1.0014681,0.0,5
0,0,4,7,0,0,0,1,822,28,1.0014681,0.0,11
1,0,17,7,0,17,0,1,199,-45,0.99573135,0.0,12
0,0,10,4,1,28,0,0,48273,21,1.0003684,0.0,12
1,0,8,2,0,23,0,1,688,21,1.0001596,0.0,2
1,0,8,2,0,23,0,1,688,21,1.0001596,0.0,3
1,0,8,2,0,23,0,1,688,21,1.0001596,0.0,11
1,0,14,4,0,10,0,0,106675,-268,0.9868518,0.0,1
1,0,23,3,0,12,0,0,149978,5,1.0000459,0.0,5
1,0,23,3,0,12,0,0,149978,5,1.0000459,0.0,11
0,0,10,1,0,72,0,1,98209,26,1.0022105,0.0,12
1,0,19,2,0,13,0,0,25152,184,1.0075748,0.0,12
0,0,10,2,0,65,0,0,29415,-3,0.9999188,0.0,12
0,0,23,1,0,22,0,1,266,-5,0.9997673,0.0,12
1,0,0,4,0,29,0,0,555885,-3133,0.7970198,-25.0,1
1,0,0,4,0,29,0,0,555885,-3133,0.7970198,-25.0,11
0,0,15,7,0,22,0,0,-2067749,1491,1.0494543,6.0,12
1,0,0,4,0,0,0,0,-575299,0,1.0,0.0,3
1,0,0,4,0,0,0,0,-575299,0,1.0,0.0,5
1,0,0,4,0,0,0,0,-575299,0,1.0,0.0,11
0,0,15,3,1,157,0,0,22142,-2069,0.62626445,-8.0,12
1,0,23,4,0,13,0,1,17,47,1.0013005,0.0,12
0,0,15,5,0,144,0,0,138024,0,1.0,0.0,12
0,0,20,1,1,115,0,0,23,-294,0.98993254,0.0,12
0,0,0,6,0,0,0,1,53,0,1.0,0.0,12
0,0,13,6,0,141,0,0,129,-4,0.99988157,0.0,12
0,0,14,5,1,148,0,0,172,-15,0.99940056,0.0,12
1,0,2,1,0,0,0,0,12577,1,1.0001402,0.0,5
1,0,2,1,0,0,0,0,12577,1,1.0001402,0.0,11
1,0,9,2,0,19,0,1,79,0,1.0,0.0,12
0,0,5,4,1,11,0,0,49813,0,1.0,0.0,12
0,0,15,1,0,37,0,0,139223,-272,0.99620384,0.0,12
0,0,8,4,0,125,0,0,19724,4,1.0003331,0.0,12
0,0,19,4,1,55,0,0,-1326951,45,1.0015751,0.0,12
0,0,3,1,0,0,0,1,75,-2,0.99971896,0.0,5
0,0,3,1,0,0,0,1,75,-2,0.99971896,0.0,9
0,0,3,1,0,0,0,1,75,-2,0.99971896,0.0,11
0,0,19,3,0,46,0,0,-2364573,854,1.0411012,0.0,12
1,0,20,1,0,11,0,0,56,501,1.0465829,6.0,5
1,0,20,1,0,11,0,0,56,501,1.0465829,6.0,11
1,0,17,1,0,31,0,1,295,13,1.000477,0.0,2
1,0,17,1,0,31,0,1,295,13,1.000477,0.0,11
1,0,18,6,0,19,0,1,71,19080,1.3819132,208.0,3
0,0,5,3,0,0,0,0,18597,-26,0.9954418,0.0,12
1,0,0,1,0,23,0,0,13510,-13,0.9982597,0.0,12
0,0,15,4,0,12,0,0,1193527,724,1.0114416,0.0,12
1,0,22,1,0,0,0,0,-1692238,-315,0.99883276,0.0,4
0,0,20,4,1,0,0,1,278192,4,1.0000373,0.0,12
0,0,14,7,0,17,0,0,695396,-42,0.998512,-30.0,12
0,0,10,2,0,0,0,0,160901,-2779,0.96073806,-10.0,1
0,0,10,2,0,0,0,0,160901,-2779,0.96073806,-10.0,2
0,0,10,2,0,0,0,0,160901,-2779,0.96073806,-10.0,11
0,0,23,6,1,92,0,1,864,-211,0.9997353,0.0,12
0,0,18,4,0,23,0,0,1807,181,1.0068413,-13.0,12
0,0,1,1,1,154,0,0,684,-110,0.9991806,0.0,12
1,0,13,6,0,21,0,0,6707,446,1.0184511,3.0,3
0,0,4,1,0,0,0,0,191393,-615,0.9945071,0.0,12
0,0,23,7,1,113,0,0,99,44,1.0004634,0.0,12
1,0,1,2,0,0,0,1,81,393,1.4207709,3.0,12
1,0,22,6,0,20,0,1,48,-2,0.9999882,0.0,5
1,0,15,4,0,24,0,1,185,13,1.0004514,0.0,2
1,0,15,4,0,24,0,1,185,13,1.0004514,0.0,11
0,0,16,3,1,186,0,0,1404,2885,1.0448525,12.0,12
0,0,18,2,0,0,0,0,33,0,1.0,0.0,3
0,0,18,2,0,0,0,0,33,0,1.0,0.0,5
0,0,18,2,0,0,0,0,33,0,1.0,0.0,11
1,0,23,3,0,18,0,0,169846,-10,0.9988579,0.0,8
0,0,3,6,0,24,0,1,760,97,1.0008868,0.0,12
1,0,5,7,0,16,0,1,124,-31,0.9993108,0.0,6
1,0,20,3,0,0,0,0,1790,-6,0.9996195,0.0,3
1,0,13,6,0,26,0,1,165,-27,0.999848,0.0,12
0,0,0,7,0,38,0,1,509,294,1.0124129,0.0,12
0,0,8,1,1,116,0,0,1235632,-3,0.9999001,0.0,12
1,0,12,7,0,38,0,0,203919,1,1.0000685,0.0,12
1,0,12,6,0,21,0,1,195,-13,0.9999216,0.0,5
0,0,5,4,0,16,0,1,38,0,1.0,0.0,12
1,0,21,5,0,0,0,0,149,-218,0.99743485,0.0,1
0,0,8,5,1,15,0,1,53,0,1.0,0.0,12
0,0,22,4,1,49,0,1,191,6,1.0010982,0.0,12
0,0,16,5,0,11,0,1,77,-3,0.9984051,0.0,5
1,0,21,2,0,11,0,0,114,-2,0.99983877,0.0,5
1,0,21,2,0,11,0,0,114,-2,0.99983877,0.0,11
1,0,10,5,0,13,0,0,19425,5,1.0001682,0.0,3
0,0,7,2,0,25,0,0,43799,-4,0.9999898,0.0,2
1,0,0,7,0,20,0,0,18229,11,1.0003551,0.0,5
