isContributorAnonymous,isBot,timeOfDay,localizedTimeOfDay,dayOfWeek,localizedDayOfWeek,isMinorEdit,authorRank,authorRankOfLast200Edits,authorRankOneMonth,authorRankOfLast200EditsOfOneMonth,hasPreviousSameContributor,timeSinceLastArticleEdit,timeSinceLastArticleEditBySameContributor,timeSinceFirstArticleEdit,revertCount,prevRevertCount,editRatio,contributorRevertRatio,timeSinceReverted,articleTemperatureAll,articleTemperatureYear,articleTemperatureMonth,articleTemperatureWeek,articleTemperatureDay,articleTemperatureHour,articleTemperatureRatio,currentRowCount,currentColumnCount,currentCellCount,unmatchedTableRatio,unmatchedRowRatio,cellCountChange,rowCountChange,columnCountChange,sharedCellRatio,rankChange,averageCellSizeIncrease,averageCellSizeDecrease,averageCellSize,addedEmptyCellRatio,removedEmptyCellRatio,emptyCellCount,addedInvalidAttributes,isTableAdded,addedTableCount,isTableModified,modifiedTableCount,isTableDeleted,deletedTableCount,areMultipleTablesChanged,isTableReplacement,personalPronounInComment,personalPronounFrequencyInComment,personalPronounFrequencyInTable,personalPronounImpactInTable,singularPersonalPronounInComment,singularPersonalPronounFrequencyInComment,singularPersonalPronounFrequencyInTable,singularPersonalPronounImpactInTable,vulgarWordFrequencyInComment,vulgarWordFrequencyInTables,vulgarWordImpactInTables,sexualWordFrequencyInComment,sexualWordFrequencyInTables,sexualWordImpactInTables,nonDictionaryWordFrequencyInComment,nonDictionaryWordFrequencyInTable,nonDictionaryWordImpactInTable,superlativeWordFrequencyInTable,superlativeWordImpactInTable,superlativeWordFrequencyInComment,wikiSyntaxElementFrequencyInTable,wikiSyntaxElementImpactInTable,wikiSyntaxElementFrequencyInComment,averageAllBadWordFrequencyInTable,averageAllBadWordImpactInTable,averageAllBadWordFrequencyInComment,revertInComment,redirectInComment,replaceInComment,goodFaithInComment,digitRatio,alphanumericRatio,uppercaseRatio,uppercaseToLowercaseRatio,longCharSeq,lengthOfLongestToken,newWordFrequency,refAddedRatio,refRemovedRatio,refCount,previousLength,sizeChange,addedSizeRatio,removedSizeRatio,LZWCompressionRate,kldOfAddedCharDistribution,kldOfCharDistribution,rawCommentLength,userCommentLength,hasNumericOutlierInColumns,hasNumericOutlierInRows,tableDataTypeInformationGain,templateUseFlags,templateUseFifaFlags,templateUsePageLink,templateUseYesNo,revision_id,tag_id
1.0,0.0,15.0,10.0,7.0,7.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.10268378063010501,0.06620370370370371,0.32916666666666666,0.3392857142857143,0.6666666666666666,2.0,6.075949367088608,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,1548.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666,1.0,5.0,0.0,0.0,0.0,68.0,33.0,0.0,0.0,0.0,0.2822778166550035,11.658658595418812,0.004281146073506925,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410976532,12
0.0,0.0,23.0,-1.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1918.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.11477761836441894,4.62962962962963E-4,0.005555555555555556,0.023809523809523808,0.08333333333333333,2.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011494252873563218,1.0,0.0,0.0,0.0,0.0,0.8160919540229885,0.7934782608695652,0.022988505747126436,2.0,0.0,0.9090909090909091,1.3157894736842106,0.0,0.17011494252873563,0.7586956521739131,0.0,0.0,0.0,0.0,0.0,0.0036330608537693005,0.6148955495004541,0.08719346049046321,0.16782006920415224,2.0,18.0,2.0438751873552257E-4,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.40947075208913647,61.346601661477166,15.307369542166795,11.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,598182681,12
1.0,0.0,20.0,16.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,3.0,215713.0,0.0,1.0,0.01079913606911447,0.6666666666666666,215712.0,0.010610559750762133,0.014583333333333334,0.008333333333333333,0.02976190476190476,0.16666666666666666,3.0,360.0,2.0,6.0,12.0,0.0,0.0,6.0,0.0,3.0,0.8888888888888888,0.0,1.2857142857142856,0.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.08333333333333333,0.08333333333333333,0.2,0.0,0.6666666666666666,0.09090909090909091,0.0,0.08333333333333333,0.056666666666666664,0.0,0.0,0.0,0.0,0.0,0.07766990291262135,0.6990291262135923,0.10679611650485436,0.2222222222222222,2.0,13.0,0.007076755579749591,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4806428049671293,164.72850820589582,5.698541531323571,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,292287858,11
1.0,0.0,20.0,16.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,3.0,215713.0,0.0,1.0,0.01079913606911447,0.6666666666666666,215712.0,0.010610559750762133,0.014583333333333334,0.008333333333333333,0.02976190476190476,0.16666666666666666,3.0,360.0,2.0,6.0,12.0,0.0,0.0,6.0,0.0,3.0,0.8888888888888888,0.0,1.2857142857142856,0.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.08333333333333333,0.08333333333333333,0.2,0.0,0.6666666666666666,0.09090909090909091,0.0,0.08333333333333333,0.056666666666666664,0.0,0.0,0.0,0.0,0.0,0.07766990291262135,0.6990291262135923,0.10679611650485436,0.2222222222222222,2.0,13.0,0.007076755579749591,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4806428049671293,164.72850820589582,5.698541531323571,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,292287858,5
0.0,0.0,11.0,-1.0,1.0,-1.0,0.0,0.7777777910232544,0.8571428656578064,0.5,0.5,0.0,6587.0,8389.0,67494.0,0.0,0.0,0.051515151515151514,0.05555555555555555,57523.0,0.002519380065557001,0.003703703703703704,0.011111111111111112,0.02976190476190476,0.08333333333333333,2.0,180.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.8125,0.0625,0.15384615384615385,2.0,8.0,-1.0,0.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.9552238805970149,0.0,0.0,31.0,15.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,750708519,1
1.0,0.0,11.0,11.0,4.0,4.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,16.0,0.0,1.0,6.628369421122404E-4,0.0,-1.0,0.036330997208846534,0.013078703703703703,0.015277777777777777,0.06547619047619048,0.20833333333333334,5.0,327.2727272727273,12.0,10.0,120.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.558333333333334,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.38544582167133146,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,763289725,3
0.0,0.0,19.0,-1.0,3.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,7398.0,-1.0,-1.0,0.0,1.0,0.0,0.0,-1.0,0.02271825708623594,0.01099537037037037,0.006944444444444444,0.02976190476190476,0.08333333333333333,2.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.6666666666666666,1.0,3.0,-1.0,0.0,0.0,58.0,20.0,0.0,0.0,0.0,0.3824561403508772,0.0,0.0,3.0,3.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,746333309,12
0.0,0.0,21.0,-1.0,1.0,-1.0,0.0,0.8571428656578064,0.8571428656578064,0.0,0.0,0.0,38351.0,53324.0,1797309.0,0.0,0.0,0.3953488372093023,0.0,-1.0,0.0028551868687360284,0.002777777777777778,0.002777777777777778,0.011904761904761904,0.08333333333333333,2.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018115942028985507,1.0,0.2,0.5905797101449275,326.0,0.0018115942028985507,1.0,0.0,0.09923664122137404,13.0,0.0,0.11884057971014492,65.6,0.04,0.0,0.0,0.0,0.0,0.04623866263560377,0.7535123599502045,0.08731993597723635,0.14109549756237452,2.0,33.0,-1.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.1733941733941734,0.0,0.0,110.0,110.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,685439887,12
0.0,0.0,3.0,-1.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,53679.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.009345668900138306,0.006712962962962963,0.002777777777777778,0.011904761904761904,0.08333333333333333,2.0,720.0,30.0,8.0,240.0,0.0,0.0,0.0,0.0,0.0,0.9857142857142858,0.0,1.0009594627008875,0.0,34.775,0.0,0.0,64.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,-1.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.37346608011113686,0.0,-0.056402014027111806,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.0,566234046,12
1.0,0.0,19.0,14.0,7.0,7.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,1460.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.022586516177183033,0.021875,0.03888888888888889,0.03571428571428571,0.08333333333333333,2.0,51.42857142857143,7.0,4.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0594059405940595,0.0,11.464285714285714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017595307917888565,0.7360703812316716,0.12609970674486803,0.21674876847290642,2.0,15.0,0.051201671891327065,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.27582953294543167,11.935139383583948,-0.2015082817688159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249241897,12
0.0,0.0,20.0,-1.0,7.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.314814814814815E-4,0.002777777777777778,0.011904761904761904,0.08333333333333333,2.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39805825242718446,41.0,0.019417475728155338,2.0,0.0,0.17142857142857143,6.0,0.0,0.08349514563106795,8.6,0.0,0.0,0.0,0.0,0.0,0.08450704225352113,0.765685019206146,0.15749039692701663,0.3024390243902439,3.0,17.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5625,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,13100320,12
