isContributorAnonymous,isBot,timeOfDay,localizedTimeOfDay,dayOfWeek,localizedDayOfWeek,isMinorEdit,authorRank,authorRankOfLast200Edits,authorRankOneMonth,authorRankOfLast200EditsOfOneMonth,hasPreviousSameContributor,timeSinceLastArticleEdit,timeSinceLastArticleEditBySameContributor,timeSinceFirstArticleEdit,revertCount,prevRevertCount,editRatio,contributorRevertRatio,timeSinceReverted,articleTemperatureAll,articleTemperatureYear,articleTemperatureMonth,articleTemperatureWeek,articleTemperatureDay,articleTemperatureHour,articleTemperatureRatio,currentRowCount,currentColumnCount,currentCellCount,unmatchedTableRatio,unmatchedRowRatio,cellCountChange,rowCountChange,columnCountChange,sharedCellRatio,rankChange,averageCellSizeIncrease,averageCellSizeDecrease,averageCellSize,addedEmptyCellRatio,removedEmptyCellRatio,emptyCellCount,addedInvalidAttributes,isTableAdded,addedTableCount,isTableModified,modifiedTableCount,isTableDeleted,deletedTableCount,areMultipleTablesChanged,isTableReplacement,personalPronounInComment,personalPronounFrequencyInComment,personalPronounFrequencyInTable,personalPronounImpactInTable,singularPersonalPronounInComment,singularPersonalPronounFrequencyInComment,singularPersonalPronounFrequencyInTable,singularPersonalPronounImpactInTable,vulgarWordFrequencyInComment,vulgarWordFrequencyInTables,vulgarWordImpactInTables,sexualWordFrequencyInComment,sexualWordFrequencyInTables,sexualWordImpactInTables,nonDictionaryWordFrequencyInComment,nonDictionaryWordFrequencyInTable,nonDictionaryWordImpactInTable,superlativeWordFrequencyInTable,superlativeWordImpactInTable,superlativeWordFrequencyInComment,wikiSyntaxElementFrequencyInTable,wikiSyntaxElementImpactInTable,wikiSyntaxElementFrequencyInComment,averageAllBadWordFrequencyInTable,averageAllBadWordImpactInTable,averageAllBadWordFrequencyInComment,revertInComment,redirectInComment,replaceInComment,goodFaithInComment,digitRatio,alphanumericRatio,uppercaseRatio,uppercaseToLowercaseRatio,longCharSeq,lengthOfLongestToken,newWordFrequency,refAddedRatio,refRemovedRatio,refCount,previousLength,sizeChange,addedSizeRatio,removedSizeRatio,LZWCompressionRate,kldOfAddedCharDistribution,kldOfCharDistribution,rawCommentLength,userCommentLength,hasNumericOutlierInColumns,hasNumericOutlierInRows,tableDataTypeInformationGain,templateUseFlags,templateUseFifaFlags,templateUsePageLink,templateUseYesNo,revision_id,tag_id
1.0,0.0,18.0,18.0,6.0,6.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,76321.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0029973482643416488,0.0023148148148148147,0.002777777777777778,0.011904761904761904,0.08333333333333333,2.0,720.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-0.4,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,470115654,12
0.0,0.0,21.0,-1.0,1.0,-1.0,0.0,0.4615384638309479,0.5,0.6666666865348816,0.6666666865348816,1.0,0.0,0.0,10.0,0.0,0.0,0.01411764705882353,0.0,-1.0,0.008088860010627284,0.00787037037037037,0.020833333333333332,0.05357142857142857,0.375,8.0,384.0,0.0,0.0,0.0,0.18556701030927836,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4222222222222222,0.0,0.0,-0.21666666666666667,0.0,0.0,-0.17375283446712017,0.0,0.0,0.0,0.0,-0.11182795698924732,0.0,0.0,-0.1625283446712018,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25,1.0,3.0,-1.0,0.0,0.35294117647058826,11.0,38.0,-8.0,0.0,0.17391304347826086,0.41022541241657223,0.0,8.022537684563995,23.0,4.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,370676179,12
1.0,0.0,18.0,19.0,6.0,6.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,24158.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.018558419703379833,0.02025462962962963,0.002777777777777778,0.011904761904761904,0.08333333333333333,2.0,720.0,12.0,10.0,120.0,0.0,0.0,55.0,-1.0,5.0,0.998968008255934,0.0,0.0,0.4476425438596491,16.791666666666668,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0017436791630340018,0.3333333333333333,0.025,0.0,0.0,0.0,0.0,0.2,0.005348735832606801,0.0,0.0,0.0,0.0,0.0,0.19230769230769232,0.7884615384615384,0.09615384615384616,0.2222222222222222,1.0,9.0,0.001900259547645532,0.0,0.0,186.0,41.0,0.0,0.0,0.0,0.2948886283704572,5502.483664491796,1.9600329888663246,82.0,13.0,0.0,0.0,-0.011015975493876784,0.0,0.0,0.0,0.0,780226034,3
0.0,0.0,23.0,-1.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,3.1578947368421053,4.62962962962963E-4,0.005555555555555556,0.023809523809523808,0.16666666666666666,2.0,360.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.1111111111111111,1.0,8.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.95,0.0,0.0,8.0,8.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,245775955,12
0.0,0.0,12.0,-1.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.314814814814815E-4,0.002777777777777778,0.011904761904761904,0.08333333333333333,2.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020325203252032522,1.0,0.0,0.0,0.0,0.0,0.8170731707317073,402.0,0.02032520325203252,10.0,0.0,0.013636363636363636,3.0,0.0,0.1678861788617886,82.6,0.0,0.0,0.0,0.0,0.0,0.038303341902313624,0.7069408740359897,0.1141388174807198,0.206209453197405,3.0,21.0,-1.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.32450662003497377,0.0,0.0,199.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,355129267,12
0.0,0.0,18.0,-1.0,4.0,-1.0,0.0,0.4000000059604645,0.4000000059604645,0.6666666865348816,0.6666666865348816,1.0,0.0,0.0,1.0,0.0,0.0,0.015625,0.0,-1.0,0.0016777101579327513,0.003472222222222222,0.034722222222222224,0.041666666666666664,0.25,5.0,144.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.813953488372093,0.023255813953488372,0.05714285714285714,1.0,9.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9468085106382979,0.0,0.0,62.0,42.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,695666342,12
0.0,0.0,21.0,-1.0,3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,-1.0,-1.0,0.0,6.0,0.0,0.0,-1.0,0.03028776907927612,0.10486111111111111,0.18333333333333332,0.31547619047619047,0.25,2.0,10.90909090909091,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,0.0,0.0,-0.5714285714285714,0.0,0.0,-1.0,0.0,0.0,-0.6621621621621622,0.0,-0.6666666666666666,0.0,0.0,-1.0,0.0,0.0,-0.78005148005148,0.0,0.0,0.0,0.0,0.0,0.0,0.7419354838709677,0.03225806451612903,0.08695652173913043,2.0,13.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.5,0.28928046989721,0.0,19.152232917889965,48.0,31.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,148574740,12
0.0,0.0,19.0,-1.0,2.0,-1.0,0.0,0.7857142686843872,0.875,0.6666666865348816,0.6666666865348816,0.0,2740.0,42524.0,47300.0,0.0,0.0,0.028064992614475627,0.0,-1.0,0.009709228390412983,0.016550925925925927,0.05694444444444444,0.03571428571428571,0.08333333333333333,2.0,35.1219512195122,35.0,4.0,140.0,0.0,0.0,0.0,0.0,0.0,0.9813084112149533,1.0,0.0,0.0,63.74285714285714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.14285714285714285,0.5,2.0,5.0,-1.0,0.0,0.0,28.0,8.0,0.0,0.0,0.0,0.4388956110438896,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743872359,12
0.0,1.0,10.0,-1.0,5.0,-1.0,1.0,0.8636363744735718,0.875,0.6666666865348816,0.6666666865348816,0.0,0.0,656.0,2670716.0,1.0,0.0,0.031767489016559645,0.2631578947368421,1665.0,0.06497626936149094,0.08182870370370371,0.1111111111111111,0.21428571428571427,0.9583333333333334,2.0,18.0,14.0,4.0,56.0,0.0,0.0,-42.0,0.0,-3.0,1.0,0.0,1.6728731572481574,0.0,111.16071428571429,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018018018018018018,0.0,0.0,0.0,0.0,0.0,-0.003409090909090909,0.0,-0.009259259259259259,0.0,0.0,-0.004048582995951417,0.0,0.0,-0.006137273637273637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.0,222.0,61.0,0.0,0.0,0.0,0.37413060431952383,0.0,-0.12217418274222626,198.0,0.0,0.0,0.0,-0.09809483328328539,0.0,0.0,-0.02040816326530612,0.0,731012305,12
0.0,0.0,22.0,-1.0,4.0,-1.0,0.0,0.75,0.75,0.0,0.0,1.0,16527.0,16527.0,1459790.0,0.0,0.0,0.25,0.0,-1.0,8.816105485401824E-4,0.0012731481481481483,0.011111111111111112,0.011904761904761904,0.08333333333333333,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8059701492537313,0.5503355704697986,0.0,0.0,0.0,0.7450980392156863,1.1470588235294117,0.0,0.16119402985074627,0.11006711409395972,0.0,0.0,0.0,0.0,0.0,0.05015353121801433,0.7001023541453428,0.12896622313203684,0.24901960784313726,2.0,23.0,0.002527550298250935,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.4189189189189189,65.56814891296817,42.1512489474791,12.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,422931898,12
0.0,0.0,23.0,-1.0,5.0,-1.0,0.0,0.8421052694320679,0.8888888955116272,0.800000011920929,0.800000011920929,0.0,2620.0,10101.0,292637.0,0.0,0.0,0.04375,0.66,10101.0,0.02145315487571702,0.07453703703703704,0.10138888888888889,0.08333333333333333,0.08333333333333333,2.0,19.726027397260275,1.0,3.0,3.0,0.1875,0.0,0.0,0.0,0.0,0.8461538461538461,0.0,1.0649762282091917,0.0,896.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.2857142857142857,0.0,-0.00548159749412686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001096319498825372,0.06666666666666667,1.0,0.0,0.0,0.0,0.0,0.7161879895561357,0.08616187989556136,0.1371168185584093,2.0,25.0,-1.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.2610354223433243,0.0,-0.01594802768472225,133.0,133.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,174941826,1
0.0,0.0,14.0,-1.0,4.0,-1.0,0.0,0.125,0.125,0.0,0.0,0.0,13475.0,282268.0,282443.0,0.0,0.0,0.014388489208633094,0.0,-1.0,0.0034789932139070905,0.003935185185185185,0.004166666666666667,0.011904761904761904,0.08333333333333333,2.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.834983498349835,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166996699669967,50.6,0.0,0.0,0.0,0.0,0.0,0.31224899598393574,0.7068273092369478,0.04116465863453815,0.11773049645390071,5.0,30.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.41365853658536583,0.0,0.0,20.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,57534770,12
0.0,0.0,23.0,-1.0,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,298005.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.02500010683806341,0.022569444444444444,0.002777777777777778,0.011904761904761904,0.08333333333333333,2.0,720.0,38.0,4.0,152.0,0.0,0.0,0.0,0.0,0.0,0.9722222222222222,0.0,1.0002938583602703,0.0,89.57894736842105,0.0,0.0,45.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0026595744680851063,0.2,0.045454545454545456,0.0,0.0,0.0,0.0,0.16,0.009622823984526113,0.0,0.0,0.0,0.0,0.0,0.4,0.7666666666666667,0.06666666666666667,0.3,2.0,8.0,4.112687641373638E-4,0.0,0.0,36.0,13.0,0.0,0.0,0.0,0.4487698986975398,179.8495375631045,-0.23625137009563893,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,676756634,12
0.0,0.0,12.0,-1.0,2.0,-1.0,0.0,0.6666666865348816,0.6666666865348816,0.0,0.0,1.0,0.0,0.0,163.0,0.0,0.0,0.04522613065326633,0.0,-1.0,0.0023697730146519176,0.0025462962962962965,0.015277777777777777,0.06547619047619048,0.4583333333333333,8.0,523.6363636363636,25.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.9824561403508771,0.0,1.0087241003271539,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.00625,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.7647058823529411,0.0,0.1,1.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3776223776223776,403.29056953683573,1.6644939492891968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707725002,12
0.0,0.0,9.0,-1.0,5.0,-1.0,0.0,0.6666666865348816,0.6666666865348816,0.0,0.0,1.0,28035.0,28035.0,172468.0,0.0,0.0,0.6666666666666666,0.0,-1.0,0.0015370669609427346,0.0023148148148148147,0.004166666666666667,0.011904761904761904,0.08333333333333333,2.0,480.0,7.0,13.0,91.0,0.0,0.0,0.0,0.0,0.0,0.8928571428571429,0.0,0.0,0.0,7.417582417582418,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.005,0.0,0.0,0.0,0.0,0.0,0.29577464788732394,0.6901408450704225,0.014084507042253521,0.07142857142857142,2.0,10.0,0.005714285714285715,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.4282238442822384,16.62541629132749,2.1775993521208106,18.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,805137614,12
1.0,0.0,12.0,12.0,6.0,6.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,-1.0,0.026033216663876944,0.037384259259259256,0.03888888888888889,0.05357142857142857,0.125,2.0,51.42857142857143,152.0,7.0,1064.0,0.0,0.0,0.0,0.0,0.0,0.9975961538461539,0.0,0.0,8.401732049376224E-4,14.530075187969924,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1590909090909091,0.7272727272727273,0.06818181818181818,0.17391304347826086,3.0,9.0,4.4822949350067237E-4,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.3036569561052572,86.30175196955035,-0.0033554781181410935,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,91583631,5
1.0,0.0,5.0,6.0,6.0,6.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,1275.0,-1.0,-1.0,0.0,1.0,0.0,0.0,-1.0,0.03587596649266094,0.03287037037037037,0.04722222222222222,0.023809523809523808,0.08333333333333333,2.0,42.35294117647059,142.0,7.0,994.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.003162873189476724,33.92655935613682,1.0086206896551724,0.0,117.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012507817385866166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.501563477173233E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.0,127.0,37.0,0.0,0.0,0.0,0.2581883717285692,0.0,0.008117677571927258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003472222222222222,0.0,497822608,12
1.0,0.0,15.0,9.0,2.0,2.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0012330456226880395,0.0,-1.0,0.023697448949191787,0.025347222222222222,0.0375,0.03571428571428571,0.16666666666666666,4.0,106.66666666666667,25.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.9978813559322034,0.0,1.0014224751066856,0.0,21.12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0014124293785310734,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.824858757062147E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25,1.0,3.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,0.2413293634827392,24.922749331886585,0.023070253332142982,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472988629,2
0.0,0.0,15.0,-1.0,2.0,-1.0,0.0,0.4000000059604645,0.0,0.0,0.0,0.0,16.0,1090219.0,2993398.0,3.0,2.0,0.006909547738693468,0.08333333333333333,2205059.0,0.015299638721203598,0.026504629629629628,0.019444444444444445,0.07738095238095238,0.4166666666666667,2.0,102.85714285714286,31.0,4.0,124.0,0.0,0.0,0.0,0.0,0.0,0.9914529914529915,1.0,0.0,0.03534345047923328,77.91935483870968,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.5,0.0,0.03296703296703297,0.3,0.0,0.04395604395604396,0.18181818181818182,0.0,0.2967032967032967,-0.024978466838931956,0.03296703296703297,0.0,0.0,0.6666666666666666,0.0,0.0,0.08131868131868132,0.04136794299584997,0.0,0.0,0.0,0.0,0.0,0.05371660859465738,0.7633565621370499,0.05371660859465738,0.08230088495575222,3.0,173.0,0.0010781043394638774,0.0,0.0392156862745098,49.0,20.0,0.0,0.0,0.0,0.45413105413105415,84.53991101065213,-0.9672663024175463,148.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015873015873015872,0.0,742586909,12
1.0,0.0,10.0,18.0,4.0,4.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,85.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.009533573891855185,0.012847222222222222,0.008333333333333333,0.023809523809523808,0.08333333333333333,2.0,240.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-0.4,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,324061691,1
1.0,0.0,10.0,18.0,4.0,4.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,85.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.009533573891855185,0.012847222222222222,0.008333333333333333,0.023809523809523808,0.08333333333333333,2.0,240.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-0.4,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,324061691,11
0.0,0.0,1.0,-1.0,5.0,-1.0,0.0,0.10000000149011612,0.1666666716337204,0.0,0.0,1.0,2.0,2.0,90087.0,0.0,0.0,0.0014903129657228018,0.5,90087.0,0.06541146207090939,0.07476851851851851,0.06944444444444445,0.05357142857142857,0.125,2.0,28.799999999999997,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-0.6,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,630875778,6
1.0,0.0,13.0,15.0,4.0,4.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,7413.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0058167835636065285,0.008796296296296297,0.005555555555555556,0.023809523809523808,0.08333333333333333,2.0,360.0,9.0,5.0,45.0,0.0,0.0,0.0,0.0,0.0,0.9655172413793104,0.0,1.0188679245283019,0.0,31.2,0.0,0.0,11.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.002040816326530612,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.8148148148148148,0.07407407407407407,0.16666666666666666,1.0,11.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.5689540306462358,76.86350519512628,-0.6600133878413068,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800591204,3
1.0,0.0,1.0,22.0,5.0,4.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,13875.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.005366875351256682,0.012962962962962963,0.002777777777777778,0.011904761904761904,0.08333333333333333,2.0,720.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,0.010075566750629723,393.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.3007518796992481,0.5037593984962406,0.11278195488721804,1.2307692307692308,2.0,17.0,0.004287245444801715,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.2615345071327593,0.0,-0.07949836000423091,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396232075,11
