isContributorAnonymous,isBot,timeOfDay,localizedTimeOfDay,dayOfWeek,localizedDayOfWeek,isMinorEdit,authorRank,authorRankOfLast200Edits,authorRankOneMonth,authorRankOfLast200EditsOfOneMonth,hasPreviousSameContributor,timeSinceLastArticleEdit,timeSinceLastArticleEditBySameContributor,timeSinceFirstArticleEditBySameContributor,revertCount,ratioOffAllEditsToContributorEdits,contributorRevertedBeforeInThatArticleCount,timeSinceContributorRevertedBeforeInThatArticle,articleTemperatureAll,articleTemperatureYear,articleTemperatureMonth,articleTemperatureWeek,articleTemperatureDay,articleTemperatureHour,currentRowCount,currentColumnCount,currentCellCount,unmatchedTableRatio,unmatchedRowRatio,cellCountChange,rowCountChange,columnCountChange,sharedCellRatio,rankChange,clipCount,refCount,sizePerCellChangeRatio,emptyCellChangeRatio,personalPronounFrequencyInComment,personalPronounFrequencyInTable,personalPronounImpactInTable,vulgarWordFrequencyInComment,vulgarWordFrequencyInTables,vulgarWordImpactInTables,sexualWordFrequencyInComment,sexualWordFrequencyInTables,sexualWordImpactInTables,nonDictionaryWordFrequencyInComment,nonDictionaryWordFrequencyInTable,nonDictionaryWordImpactInTable,superlativeWordFrequencyInTable,superlativeWordImpactInTable,superlativeWordFrequencyInComment,wikiSyntaxElementFrequencyInTable,wikiSyntaxElementImpactInTable,wikiSyntaxElementFrequencyInComment,averageAllBadWordFrequencyInTable,averageAllBadWordImpactInTable,averageAllBadWordFrequencyInComment,revertInComment,redirectInComment,replaceInComment,goodFaithInComment,ratioOfNumericalCharsToAllChars,ratioOfAlphanumericCharsToAllChars,ratioOfUppercaseCharsToAllChars,ratioOfUppercaseCharsToLowercaseChars,lengthOfLongestConsecutiveSequenceOfSingleChar,lengthOfLongestToken,averageRelativeFrequencyOfNewAddedWords,refChangeRatio,previousLength,sizeChange,sizeRatio,LZWCompressionRate,KLDOfCharDistribution,commentLength,userCommentLength,templateUseFlags,templateUseFifaFlags,templateUsePageLink,templateUseYesNo,revision_id,tag_id
1.0,0.0,12.0,20.0,5.0,5.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.03125,0.0,-1.0,9.976057462090981E-4,0.001,0.004,0.017142857142857144,0.12,3.0,23.0,8.0,184.0,1.0,0.0,0.0,0.0,0.0,0.9943820224719101,0.0,0.0,0.0,-5.679559266193195E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1750.0,-1.0,0.0,0.5845714285714285,0.0,13.0,13.0,0.0,0.0,0.0,0.0,588968807,12
0.0,0.0,0.0,-1.0,7.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3276.0,153933.0,153933.0,0.0,0.0014858841010401188,0.0,-1.0,0.12775178931364167,0.075,0.044,0.12,0.08,2.0,4.0,2.0,8.0,1.0,0.0,-2.0,-1.0,0.0,0.96875,0.0,0.0,-19.0,0.22700805398345675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.07142857142857142,1.0,13.0,0.005263157894736842,0.0,1891.0,-338.0,-0.018338140066387332,0.5280082987551867,3.7225620927025536,20.0,20.0,0.0,0.0,0.0,0.0,435012154,12
0.0,0.0,2.0,-1.0,3.0,-1.0,1.0,0.25,0.25,0.0,0.0,0.0,11546.0,22924.0,53805.0,0.0,0.0425531914893617,0.0,-1.0,0.005574738470815107,0.0054444444444444445,0.009333333333333334,0.011428571428571429,0.08,2.0,21.0,5.0,105.0,1.0,0.0,0.0,0.0,0.0,0.9902912621359223,0.0,0.0,0.0,0.0014030492937984823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,6538.0,30.0,0.001449749801243979,0.4660045836516425,0.0,14.0,14.0,0.0,0.0,0.0,0.0,231585158,12
1.0,0.0,14.0,15.0,5.0,5.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,12317.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.004216489871227268,0.007333333333333333,0.006666666666666667,0.011428571428571429,0.08,2.0,38.0,4.0,152.0,1.0,0.0,0.0,0.0,0.0,0.99609375,1.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.9375,0.125,0.23076923076923078,1.0,8.0,0.0,0.0,5495.0,0.0,3.5420799093227545E-5,0.4596701105673373,1.901875660167623,21.0,21.0,0.0,0.0,0.0,0.0,536031546,12
0.0,0.0,0.0,-1.0,2.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,23307.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.009291286001408109,0.008333333333333333,0.016,0.011428571428571429,0.08,2.0,26.0,5.0,130.0,1.0,0.0,0.0,0.0,0.0,0.9993446920052426,0.0,0.0,1.0,-3.0064679689284306E-4,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,-8.012820512820513E-4,0.0,0.0,0.1111111111111111,1.0,0.0,0.0,0.0,-1.6025641025641026E-4,0.06666666666666667,0.0,0.0,1.0,0.0,0.013888888888888888,0.6944444444444444,0.125,0.24390243902439024,2.0,19.0,8.981403212172443E-4,0.0,17950.0,-37.0,-2.9251883089973917E-4,0.3146341463414634,39.09617648941733,72.0,0.0,0.0,0.0,2.0,0.0,611309928,12
0.0,0.0,17.0,-1.0,3.0,-1.0,0.0,0.9411764740943909,0.8571428656578064,0.0,0.0,0.0,7205.0,13609.0,1420871.0,0.0,0.07607843137254902,4.0,421856.0,0.04596357947224069,0.02022222222222222,0.016,0.017142857142857144,0.08,2.0,15.0,5.0,75.0,1.0,0.13333333333333333,10.0,2.0,0.0,0.9864130434782609,0.0,0.0,-22.0,-0.10861819604907182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10810810810810811,0.0,0.4444444444444444,0.016091954022988506,0.1111111111111111,0.07692307692307693,0.0,0.5714285714285714,0.07272727272727272,0.0,0.11111111111111112,0.04022462781083471,0.0,0.0,0.0,0.0,0.0,0.044642857142857144,0.7648809523809523,0.09523809523809523,0.15639810426540285,2.0,94.0,0.004880273660205246,0.027777777777777776,10403.0,1676.0,0.028533995780303547,0.35229324665944384,0.31985769297453026,59.0,59.0,0.0,0.0,1.0,0.0,578428887,12
1.0,0.0,4.0,23.0,7.0,6.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,2.0,58221.0,338948.0,0.0,0.018607442977190875,21.0,240915.0,0.17759890118665453,0.18411111111111111,0.176,0.22857142857142856,0.92,18.0,23.0,5.0,115.0,1.0,0.0,0.0,0.0,0.0,0.9956140350877193,0.0,0.0,-14.0,4.997047199381899E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.004347826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.1,8.695652173913044E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.7619047619047619,0.047619047619047616,0.125,1.0,6.0,4.3004587155963305E-4,0.0,14794.0,22.0,5.224067049764917E-4,0.3802807396409772,1.032716823094024,14.0,14.0,0.0,0.0,0.0,0.0,429181812,3
0.0,0.0,21.0,-1.0,5.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,25764.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.001148113267197572,0.002111111111111111,0.008,0.011428571428571429,0.08,2.0,3.0,41.0,123.0,1.0,0.0,0.0,0.0,0.0,0.9969879518072289,0.0,0.0,-23.0,-4.9881531363141854E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9230769230769231,0.15384615384615385,0.2727272727272727,2.0,7.0,0.0017825311942959,0.0,4242.0,-2.0,-2.4940143655227455E-5,0.4188075618031992,6.173085154448822,9.0,9.0,0.0,0.0,0.0,0.0,643874049,12
1.0,0.0,20.0,1.0,4.0,5.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,230.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.017251386733662066,0.02722222222222222,0.036,0.05142857142857143,0.12,2.0,14.0,5.0,70.0,1.0,0.0,0.0,0.0,0.0,0.9743589743589742,1.0,0.0,-117.0,-0.010062412431537427,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.25,0.0,0.0,0.0,0.8,-0.02214022140221402,0.0,0.0,0.125,1.0,-0.030973451327433628,0.0,0.16,-0.004428044280442804,0.1,0.0,0.0,0.0,0.0,0.07142857142857142,0.641399416909621,0.12536443148688048,0.28431372549019607,2.0,14.0,0.0011657481983891479,0.0,5104.0,-632.0,-0.010046330939833464,0.2989773410868257,4.462131508500732,49.0,49.0,0.0,0.0,14.0,0.0,579657169,5
1.0,0.0,20.0,1.0,4.0,5.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,230.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.017251386733662066,0.02722222222222222,0.036,0.05142857142857143,0.12,2.0,14.0,5.0,70.0,1.0,0.0,0.0,0.0,0.0,0.9743589743589742,1.0,0.0,-117.0,-0.010062412431537427,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.25,0.0,0.0,0.0,0.8,-0.02214022140221402,0.0,0.0,0.125,1.0,-0.030973451327433628,0.0,0.16,-0.004428044280442804,0.1,0.0,0.0,0.0,0.0,0.07142857142857142,0.641399416909621,0.12536443148688048,0.28431372549019607,2.0,14.0,0.0011657481983891479,0.0,5104.0,-632.0,-0.010046330939833464,0.2989773410868257,4.462131508500732,49.0,49.0,0.0,0.0,14.0,0.0,579657169,11
0.0,0.0,5.0,-1.0,5.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,0.010411274937517562,0.017888888888888888,0.030666666666666665,0.05142857142857143,0.12,3.0,0.0,0.0,0.0,1.0,1.0,40.0,10.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3333333333333333,25.0,0.05333333333333334,4.0,0.1,0.65,26.0,0.0,0.07999999999999999,6.0,0.1,1.0,0.0,0.0,0.0,0.13279132791327913,0.6097560975609756,0.06639566395663957,0.16447368421052633,3.0,55.0,-1.0,0.0,0.0,7040.0,7041.0,0.535230352303523,1024.0,132.0,0.0,0.0,0.0,0.0,0.0,53988911,12
0.0,0.0,23.0,-1.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,136524.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0013184495033840204,3.333333333333333E-4,0.0026666666666666666,0.011428571428571429,0.08,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.14814814814814814,0.7777777777777778,0.07407407407407407,0.1875,1.0,8.0,0.0,0.0,3.0,1156.0,1157.0,2.7777777777777777,941.9152885048759,0.0,0.0,0.0,0.0,0.0,0.0,693934964,12
0.0,0.0,19.0,-1.0,5.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,28751.0,28751.0,30058.0,0.0,1.0,0.0,-1.0,0.0219575487391044,0.0012222222222222222,0.014666666666666666,0.011428571428571429,0.08,2.0,0.0,0.0,0.0,1.0,1.0,130.0,26.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7415730337078652,198.0,0.011235955056179775,3.0,0.0,0.4806201550387597,62.0,0.0,0.150561797752809,40.2,0.0,0.0,0.0,0.0,0.0,0.16371220020855057,0.5886339937434828,0.07664233576642336,0.22122571001494767,3.0,18.0,-1.0,0.0,0.0,17639.0,17640.0,0.4121552604698672,1024.0000000000002,17.0,17.0,0.0,0.0,0.0,0.0,8789512,12
0.0,0.0,18.0,-1.0,5.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,5296.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.006685981724983286,0.015444444444444445,0.014666666666666666,0.022857142857142857,0.08,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,3219.0,0.0,3.4331227684702005E-5,0.45517015706806285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190007163,12
0.0,0.0,19.0,-1.0,5.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1743.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.049001359224982034,0.138,0.068,0.12,0.08,2.0,0.0,0.0,0.0,1.0,1.0,-77.0,-11.0,-7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-0.6,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,1102.0,-9379.0,-0.9997867803837953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393659831,1
0.0,0.0,19.0,-1.0,5.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1743.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.049001359224982034,0.138,0.068,0.12,0.08,2.0,0.0,0.0,0.0,1.0,1.0,-77.0,-11.0,-7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-0.6,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,1102.0,-9379.0,-0.9997867803837953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393659831,2
0.0,0.0,19.0,-1.0,5.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1743.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.049001359224982034,0.138,0.068,0.12,0.08,2.0,0.0,0.0,0.0,1.0,1.0,-77.0,-11.0,-7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-0.6,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,1102.0,-9379.0,-0.9997867803837953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393659831,11
0.0,0.0,19.0,-1.0,5.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1743.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.049001359224982034,0.138,0.068,0.12,0.08,2.0,0.0,0.0,0.0,1.0,1.0,-77.0,-11.0,-7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-0.6,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,1102.0,-9379.0,-0.9997867803837953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393659831,5
0.0,0.0,20.0,-1.0,2.0,-1.0,1.0,0.4000000059604645,0.4000000059604645,0.5,0.5,1.0,1485.0,1485.0,12593.0,0.0,0.06,0.0,-1.0,0.0033739614524904054,0.004666666666666667,0.009333333333333334,0.022857142857142857,0.12,2.0,0.0,0.0,0.0,1.0,1.0,6.0,2.0,6.0,1.0,0.0,0.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9310344827586207,27.0,0.0,0.0,0.0,0.3333333333333333,2.0,0.0,0.18620689655172412,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6958762886597938,0.11082474226804123,0.19298245614035087,2.0,20.0,0.0,0.0,21.0,3593.0,3594.0,0.6185567010309279,699.072525790257,16.0,16.0,0.0,0.0,0.0,0.0,53571090,12
1.0,0.0,19.0,22.0,6.0,6.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,6125.0,4.0,0.03597122302158273,2.0,0.0,0.09351579598965357,0.015666666666666666,0.168,0.6228571428571429,0.56,5.0,19.0,17.0,323.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0025465724511333624,-0.0044444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,3190.0,-111.0,-0.0025235724609419807,0.41867753055468504,0.0,25.0,25.0,0.0,0.0,0.0,0.0,496792443,12
1.0,0.0,4.0,23.0,6.0,5.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,2.0,152739.0,0.0,0.004222972972972973,0.0,-1.0,0.0323034747117269,0.022222222222222223,0.02,0.017142857142857144,0.12,3.0,0.0,0.0,0.0,0.9,1.0,-24.0,-4.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.04046242774566474,0.0,-0.09090909090909091,0.0,0.0,0.0,0.0,0.2,-0.026274303730951132,0.0,0.0,0.0,0.0,0.0,0.12643678160919541,0.7701149425287356,0.10919540229885058,0.2127659574468085,2.0,10.0,0.0010147705491036193,0.0,8718.0,-5822.0,-0.053405139590997915,0.2995610392691897,6.159044150791111,19.0,19.0,0.0,0.0,0.0,0.0,417200166,12
0.0,0.0,3.0,-1.0,7.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1869.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.009502350391971953,0.004888888888888889,0.013333333333333334,0.02857142857142857,0.08,2.0,6.0,8.0,48.0,1.0,0.16666666666666666,23.0,1.0,3.0,0.5526315789473685,0.0,0.0,-8.0,0.46032444668008055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7555555555555555,1.5,0.044444444444444446,2.0,0.0,0.71875,1.8181818181818181,0.0,0.15999999999999998,0.7,0.0,0.0,0.0,0.0,0.0,0.052307692307692305,0.7361538461538462,0.09615384615384616,0.16470588235294117,3.0,98.0,0.009966777408637871,1.0,429.0,7172.0,1.8036208197133519,0.4496541122213682,201.42764065526669,3.0,3.0,0.0,0.0,8.0,0.0,697966178,12
1.0,0.0,10.0,6.0,3.0,3.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,780.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.02117366267198081,0.05177777777777778,0.048,0.06285714285714286,0.12,2.0,0.0,0.0,0.0,1.0,1.0,-693.0,-141.0,-22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,14380.0,-91782.0,-0.9999782094723424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154363119,11
1.0,0.0,10.0,6.0,3.0,3.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,780.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.02117366267198081,0.05177777777777778,0.048,0.06285714285714286,0.12,2.0,0.0,0.0,0.0,1.0,1.0,-693.0,-141.0,-22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,14380.0,-91782.0,-0.9999782094723424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154363119,2
1.0,0.0,10.0,6.0,3.0,3.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,780.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.02117366267198081,0.05177777777777778,0.048,0.06285714285714286,0.12,2.0,0.0,0.0,0.0,1.0,1.0,-693.0,-141.0,-22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,14380.0,-91782.0,-0.9999782094723424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154363119,1
1.0,0.0,5.0,0.0,2.0,2.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,77.0,77.0,77.0,0.0,0.0010460251046025104,0.0,-1.0,0.024485257940776176,0.025333333333333333,0.028,0.045714285714285714,0.28,2.0,37.0,5.0,185.0,1.0,0.0,0.0,0.0,0.0,0.9989339019189766,0.0,0.0,0.0,1.7707106747407773E-5,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,2.0,0.0015764582238570678,0.0,15439.0,2.0,2.656042496679947E-5,0.2689749487163548,7.8375156744774035,61.0,61.0,0.0,0.0,0.0,0.0,212047900,12
1.0,0.0,4.0,23.0,4.0,3.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,2.0,0.0,0.05,0.0,-1.0,0.00877582918680184,0.010666666666666666,0.03333333333333333,0.06285714285714286,0.32,7.0,0.0,0.0,0.0,1.0,1.0,45.0,5.0,9.0,1.0,0.0,0.0,-40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.22485207100591717,0.0,0.0,0.0,0.0,0.18604651162790697,0.0,0.0,0.04497041420118343,0.2,0.0,0.0,0.0,0.0,0.22857142857142856,0.37142857142857144,0.09285714285714286,1.75,3.0,7.0,0.05829383886255924,0.0,1236.0,5918.0,0.23658019904872296,0.3498542274052478,0.9351986836295413,13.0,13.0,0.0,0.0,0.0,0.0,131470418,12
0.0,0.0,14.0,-1.0,3.0,-1.0,1.0,0.6666666865348816,0.6666666865348816,0.5,0.5,1.0,1.0,1.0,117058.0,0.0,0.9186046511627907,0.0,-1.0,0.04510584496574348,0.009777777777777778,0.07333333333333333,0.07428571428571429,0.16,4.0,11.0,4.0,44.0,1.0,0.09090909090909091,4.0,1.0,0.0,0.9954545454545455,0.0,0.0,-140.0,-0.08889212669734968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.003996003996003996,0.0,0.0,0.4,0.0,0.0,0.0,0.1,7.992007992007992E-4,0.12000000000000002,0.0,0.0,0.0,0.0,0.061224489795918366,0.8367346938775511,0.12244897959183673,0.21212121212121213,2.0,13.0,0.01021505376344086,0.0,13461.0,353.0,0.0022249318064686435,0.2885662431941924,0.9555453370122867,40.0,40.0,0.0,0.0,0.0,0.0,526524019,12
1.0,0.0,21.0,22.0,3.0,3.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.07110679314853803,0.09177777777777778,0.28933333333333333,0.4685714285714286,0.92,5.0,25.0,8.0,200.0,1.0,0.0,0.0,0.0,0.0,0.9947916666666667,0.0,-13.0,-74.0,5.3620021716060026E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7368421052631579,0.05263157894736842,0.1111111111111111,1.0,7.0,0.0011718750000000002,0.0,19052.0,4.0,6.702412868632708E-5,0.3004449097095001,54.815654564886515,30.0,30.0,2.0,0.0,0.0,0.0,465886974,12
0.0,0.0,2.0,-1.0,6.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,166946.0,240291.0,240291.0,0.0,0.008620689655172414,0.0,-1.0,0.0015576930565832001,0.0012222222222222222,0.0026666666666666666,0.011428571428571429,0.08,2.0,0.0,0.0,0.0,1.0,1.0,15.0,5.0,3.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,2.0,0.0,0.35714285714285715,25.0,0.014285714285714285,1.0,0.0,0.4166666666666667,5.0,0.0,0.08,5.6,0.0,0.0,0.0,0.0,0.0,0.0026666666666666666,0.7333333333333333,0.104,0.16772823779193205,3.0,30.0,0.0,0.0,24.0,7643.0,7644.0,0.4618421052631579,473.6991572834494,6.0,6.0,0.0,0.0,0.0,0.0,596579977,12
0.0,0.0,2.0,-1.0,7.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,614.0,10135.0,10135.0,0.0,0.0017985611510791368,0.0,-1.0,0.11762267292957043,0.062,0.27466666666666667,0.2057142857142857,0.4,2.0,15.0,3.0,45.0,1.0,0.0,0.0,0.0,0.0,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.5555555555555556,2.0,4.0,0.0,0.0,853.0,0.0,1.694628029147602E-4,0.5627157652474108,129.91505554475344,15.0,15.0,0.0,0.0,0.0,0.0,555734022,12
