isContributorAnonymous,isBot,timeOfDay,localizedTimeOfDay,dayOfWeek,localizedDayOfWeek,isMinorEdit,authorRank,authorRankOfLast200Edits,authorRankOneMonth,authorRankOfLast200EditsOfOneMonth,hasPreviousSameContributor,timeSinceLastArticleEdit,timeSinceLastArticleEditBySameContributor,timeSinceFirstArticleEditBySameContributor,revertCount,ratioOffAllEditsToContributorEdits,contributorRevertedBeforeInThatArticleCount,timeSinceContributorRevertedBeforeInThatArticle,articleTemperatureAll,articleTemperatureYear,articleTemperatureMonth,articleTemperatureWeek,articleTemperatureDay,articleTemperatureHour,currentRowCount,currentColumnCount,currentCellCount,unmatchedTableRatio,unmatchedRowRatio,cellCountChange,rowCountChange,columnCountChange,sharedCellRatio,rankChange,clipCount,refCount,sizePerCellChangeRatio,emptyCellChangeRatio,personalPronounFrequencyInComment,personalPronounFrequencyInTable,personalPronounImpactInTable,vulgarWordFrequencyInComment,vulgarWordFrequencyInTables,vulgarWordImpactInTables,sexualWordFrequencyInComment,sexualWordFrequencyInTables,sexualWordImpactInTables,nonDictionaryWordFrequencyInComment,nonDictionaryWordFrequencyInTable,nonDictionaryWordImpactInTable,superlativeWordFrequencyInTable,superlativeWordImpactInTable,superlativeWordFrequencyInComment,wikiSyntaxElementFrequencyInTable,wikiSyntaxElementImpactInTable,wikiSyntaxElementFrequencyInComment,averageAllBadWordFrequencyInTable,averageAllBadWordImpactInTable,averageAllBadWordFrequencyInComment,revertInComment,redirectInComment,replaceInComment,goodFaithInComment,ratioOfNumericalCharsToAllChars,ratioOfAlphanumericCharsToAllChars,ratioOfUppercaseCharsToAllChars,ratioOfUppercaseCharsToLowercaseChars,lengthOfLongestConsecutiveSequenceOfSingleChar,lengthOfLongestToken,averageRelativeFrequencyOfNewAddedWords,refChangeRatio,previousLength,sizeChange,sizeRatio,LZWCompressionRate,KLDOfCharDistribution,commentLength,userCommentLength,templateUseFlags,templateUseFifaFlags,templateUsePageLink,templateUseYesNo,revision_id,tag_id
0.0,1.0,20.0,-1.0,6.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,19450.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.03693547769969518,0.02811111111111111,0.016,0.011428571428571429,0.08,2.0,81.0,4.0,324.0,1.0,0.0,0.0,0.0,0.0,0.9965277777777778,0.0,0.0,-85.0,1.6558895852685227E-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.4666666666666667,1.0,-8.613264427217916E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-1.722652885443583E-4,0.10666666666666666,0.0,0.0,1.0,0.0,0.05970149253731343,0.746268656716418,0.0845771144278607,0.14754098360655737,2.0,31.0,0.0030909990108803167,0.0,24410.0,2.0,2.483813813316554E-5,0.3795837861771928,0.9337654514186203,182.0,0.0,0.0,0.0,0.0,0.0,499031999,12
1.0,0.0,15.0,10.0,7.0,7.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.1028632977291087,0.06366666666666666,0.32666666666666666,0.3314285714285714,0.68,3.0,1.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,-71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,1.0,5.0,0.0,0.0,34091.0,0.0,1.11731843575419E-5,0.28285806018505005,3.4921056449138033,21.0,21.0,0.0,0.0,0.0,0.0,410976532,12
0.0,0.0,23.0,-1.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1918.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.14347202295552366,5.555555555555556E-4,0.006666666666666667,0.02857142857142857,0.08,2.0,0.0,0.0,0.0,1.0,1.0,156.0,26.0,6.0,1.0,0.0,0.0,-34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011494252873563218,1.0,0.0,0.0,0.0,0.0,0.8160919540229885,0.7934782608695652,0.022988505747126436,2.0,0.0,0.9090909090909091,1.3157894736842106,0.0,0.17011494252873563,0.7586956521739131,0.0,0.0,0.0,0.0,0.0,0.0035971223021582736,0.6133093525179856,0.08723021582733813,0.16838487972508592,2.0,18.0,2.0192501850979338E-4,0.0,1715.0,20298.0,1.5585841523341524,0.4180790960451977,11.504537821738163,11.0,11.0,0.0,0.0,0.0,0.0,598182681,12
1.0,0.0,20.0,16.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,3.0,215713.0,0.0,0.010775862068965518,5.0,3.0,0.01063337815882829,0.015222222222222222,0.009333333333333334,0.03428571428571429,0.2,4.0,2.0,6.0,12.0,1.0,0.0,6.0,0.0,3.0,0.8888888888888888,0.0,0.0,0.0,-0.47670850767085077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.08333333333333333,0.08333333333333333,0.2,0.0,0.6666666666666666,0.09090909090909091,0.0,0.08333333333333333,0.056666666666666664,0.0,0.0,0.0,0.0,0.0,0.08791208791208792,0.6868131868131868,0.09340659340659341,0.1935483870967742,2.0,18.0,0.007054673721340388,0.0,1385.0,501.0,0.046671625139457044,0.5018811136192626,112.30829440268091,11.0,11.0,0.0,0.0,2.0,0.0,292287858,11
1.0,0.0,20.0,16.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,3.0,215713.0,0.0,0.010775862068965518,5.0,3.0,0.01063337815882829,0.015222222222222222,0.009333333333333334,0.03428571428571429,0.2,4.0,2.0,6.0,12.0,1.0,0.0,6.0,0.0,3.0,0.8888888888888888,0.0,0.0,0.0,-0.47670850767085077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.08333333333333333,0.08333333333333333,0.2,0.0,0.6666666666666666,0.09090909090909091,0.0,0.08333333333333333,0.056666666666666664,0.0,0.0,0.0,0.0,0.0,0.08791208791208792,0.6868131868131868,0.09340659340659341,0.1935483870967742,2.0,18.0,0.007054673721340388,0.0,1385.0,501.0,0.046671625139457044,0.5018811136192626,112.30829440268091,11.0,11.0,0.0,0.0,2.0,0.0,292287858,5
0.0,0.0,11.0,-1.0,1.0,-1.0,0.0,0.7777777910232544,0.8571428656578064,0.5,0.5,0.0,6587.0,8389.0,67494.0,0.0,0.0513595166163142,1.0,57523.0,0.0025269685597303655,0.0036666666666666666,0.012,0.03428571428571429,0.08,2.0,0.0,0.0,0.0,1.0,1.0,-80.0,-12.0,-12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.25,0.0,-1.0,0.25,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.65625,0.09375,0.21052631578947367,2.0,8.0,0.0,0.0,2384.0,-11721.0,-0.999829380651766,2.5,685.878068673247,31.0,31.0,0.0,0.0,0.0,0.0,750708519,1
1.0,0.0,11.0,11.0,4.0,4.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,16.0,0.0,8.835873647006848E-4,1.0,1.0,0.03633902083897216,0.013666666666666667,0.016,0.06857142857142857,0.24,6.0,12.0,10.0,120.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-26.0,0.016061921166838213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,4957.0,718.0,0.016083931727177148,0.38992950654582076,0.0,14.0,14.0,0.0,0.0,0.0,0.0,763289725,3
0.0,0.0,19.0,-1.0,3.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,7398.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.022730998677422835,0.011333333333333334,0.008,0.03428571428571429,0.08,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,1.0,3.0,0.0,0.0,21332.0,-365.0,-0.004279131007241606,0.3833708497467642,7.944009556425307,3.0,3.0,0.0,0.0,0.0,0.0,746333309,12
0.0,0.0,21.0,-1.0,1.0,-1.0,0.0,0.8571428656578064,0.8571428656578064,0.0,0.0,0.0,38351.0,53324.0,1797309.0,0.0,0.39080459770114945,0.0,-1.0,0.002887632174062574,0.002777777777777778,0.004,0.011428571428571429,0.08,2.0,0.0,0.0,0.0,1.0,1.0,140.0,20.0,7.0,1.0,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018115942028985507,1.0,0.06666666666666667,0.005434782608695652,3.0,0.2,0.5905797101449275,326.0,0.0018115942028985507,1.0,0.0,0.16030534351145037,21.0,0.0,0.11992753623188405,66.2,0.05333333333333333,0.0,0.0,0.0,0.0,0.04623866263560377,0.7535123599502045,0.08731993597723635,0.14109549756237452,2.0,33.0,-1.0,0.0,0.0,52595.0,52596.0,0.1749601558349566,1024.0,110.0,110.0,0.0,0.0,0.0,0.0,685439887,12
0.0,0.0,3.0,-1.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,53679.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.009506801122554483,0.006555555555555556,0.0026666666666666666,0.011428571428571429,0.08,2.0,30.0,8.0,240.0,1.0,0.0,0.0,0.0,0.0,0.9857142857142858,0.0,0.0,1.0,0.0019376181474480257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.15384615384615385,1.5,2.0,12.0,-1.0,0.0,8686.0,82.0,0.0019612012948654334,0.37621809744779583,0.0,33.0,33.0,0.0,0.0,2.0,0.0,566234046,12
1.0,0.0,19.0,14.0,7.0,7.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,1460.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.022684718421431656,0.022111111111111113,0.03866666666666667,0.04,0.12,2.0,7.0,4.0,28.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0630372492842932E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01764705882352941,0.7382352941176471,0.1264705882352941,0.21674876847290642,2.0,15.0,0.051094890510948905,0.0,6300.0,18.0,2.1776254713413027E-4,0.27826224829554463,2.2774012348772352,0.0,0.0,0.0,0.0,0.0,0.0,249241897,12
0.0,0.0,20.0,-1.0,7.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,2.2222222222222223E-4,0.0026666666666666666,0.011428571428571429,0.08,2.0,0.0,0.0,0.0,1.0,1.0,35.0,7.0,5.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39805825242718446,41.0,0.019417475728155338,2.0,0.0,0.17142857142857143,6.0,0.0,0.08349514563106795,8.6,0.0,0.0,0.0,0.0,0.0,0.08461538461538462,0.7666666666666667,0.1576923076923077,0.3024390243902439,3.0,17.0,-1.0,0.0,0.0,5207.0,5208.0,0.6,1023.9999999999995,0.0,0.0,0.0,0.0,0.0,0.0,13100320,12
0.0,0.0,9.0,-1.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,2.2222222222222223E-4,0.0026666666666666666,0.011428571428571429,0.08,2.0,0.0,0.0,0.0,1.0,1.0,680.0,85.0,200.0,1.0,0.0,1.0,-28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.056919642857142856,51.0,0.5555555555555556,0.5100446428571429,457.0,0.005580357142857143,5.0,0.0,0.16831683168316833,85.0,0.0,0.11450892857142858,102.6,0.13333333333333336,0.0,0.0,0.0,0.0,0.09005652620760535,0.7496145940390545,0.1026464542651593,0.18450184501845018,3.0,178.0,-1.0,1.0,0.0,96949.0,96950.0,0.3072104321145487,1023.9999999999997,196.0,0.0,0.0,0.0,0.0,0.0,515596054,12
1.0,0.0,14.0,9.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,592.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.01917702325028245,0.0047777777777777775,0.04933333333333333,0.2,0.84,2.0,13.0,3.0,39.0,1.0,0.07692307692307693,0.0,0.0,0.0,0.9761904761904762,0.0,0.0,-1.0,0.004189856794446766,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.021052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.004210526315789474,0.0,0.0,0.0,0.0,0.0,0.025974025974025976,0.7272727272727273,0.07792207792207792,0.14285714285714285,2.0,8.0,0.002717391304347826,0.0,1650.0,67.0,0.004252126063031516,0.4369047619047619,46.54301244235512,0.0,0.0,0.0,0.0,0.0,0.0,497063899,2
1.0,0.0,14.0,9.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,592.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.01917702325028245,0.0047777777777777775,0.04933333333333333,0.2,0.84,2.0,13.0,3.0,39.0,1.0,0.07692307692307693,0.0,0.0,0.0,0.9761904761904762,0.0,0.0,-1.0,0.004189856794446766,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.021052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.004210526315789474,0.0,0.0,0.0,0.0,0.0,0.025974025974025976,0.7272727272727273,0.07792207792207792,0.14285714285714285,2.0,8.0,0.002717391304347826,0.0,1650.0,67.0,0.004252126063031516,0.4369047619047619,46.54301244235512,0.0,0.0,0.0,0.0,0.0,0.0,497063899,11
1.0,0.0,20.0,2.0,7.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,2.0,2.0,0.0,0.16666666666666666,0.0,-1.0,0.002524099136998485,0.0015555555555555555,0.010666666666666666,0.045714285714285714,0.16,4.0,39.0,5.0,195.0,1.0,0.0,0.0,0.0,0.0,0.9863013698630136,0.0,0.0,0.0,0.0012975316368742228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.011299435028248588,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6486486486486487,0.10810810810810811,0.23809523809523808,2.0,11.0,6.87757909215956E-4,0.0,6958.0,85.0,0.0013127766753167455,0.3785375664416032,109.25113478893505,9.0,9.0,0.0,0.0,2.0,0.0,223984303,12
1.0,0.0,1.0,20.0,6.0,5.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,15.0,15.0,100915.0,0.0,0.0028653295128939827,13.0,25888.0,0.12096187385223087,0.1527777777777778,0.284,0.6342857142857142,0.64,3.0,0.0,0.0,0.0,1.0,1.0,16.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.16,0.0,0.9,0.04804804804804805,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.04160960960960961,0.1,0.0,0.0,0.0,0.0,0.0935483870967742,0.7483870967741936,0.041935483870967745,0.07329842931937172,2.0,25.0,0.007850088630032922,0.0,8137.0,2068.0,0.059399402847955904,0.3794738089594691,0.4465161423928842,19.0,19.0,0.0,0.0,0.0,0.0,662525033,6
1.0,0.0,13.0,21.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,2886.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.00948153256044477,0.012222222222222223,0.030666666666666665,0.06857142857142857,0.08,2.0,12.0,7.0,84.0,1.0,0.08333333333333333,7.0,1.0,0.0,0.9666666666666667,0.0,0.0,-32.0,-0.06263460157932514,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.2,1.0,0.03063063063063063,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.009972279972279972,0.04,0.0,0.0,0.0,0.0,0.05860113421550094,0.7561436672967864,0.04914933837429111,0.07917888563049853,2.0,92.0,0.005237870195337114,0.06153846153846154,18698.0,2076.0,0.02259106581537759,0.32211563391236714,0.11555379762307558,37.0,37.0,0.0,0.0,4.0,0.0,757920947,5
