isContributorAnonymous,isBot,timeOfDay,localizedTimeOfDay,dayOfWeek,localizedDayOfWeek,isMinorEdit,authorRank,authorRankOfLast200Edits,authorRankOneMonth,authorRankOfLast200EditsOfOneMonth,hasPreviousSameContributor,timeSinceLastArticleEdit,timeSinceLastArticleEditBySameContributor,timeSinceFirstArticleEdit,revertCount,editRatio,contributorRevertRatio,timeSinceReverted,articleTemperatureAll,articleTemperatureYear,articleTemperatureMonth,articleTemperatureWeek,articleTemperatureDay,articleTemperatureHour,articleTemperatureRatio,currentRowCount,currentColumnCount,currentCellCount,unmatchedTableRatio,unmatchedRowRatio,cellCountChange,rowCountChange,columnCountChange,sharedCellRatio,rankChange,sizePerCellChangeRatio,sizePerCell,emptyCellChangeRatio,emptyCellCount,addedInvalidAttributes,personalPronounFrequencyInComment,personalPronounFrequencyInTable,personalPronounImpactInTable,vulgarWordFrequencyInComment,vulgarWordFrequencyInTables,vulgarWordImpactInTables,sexualWordFrequencyInComment,sexualWordFrequencyInTables,sexualWordImpactInTables,nonDictionaryWordFrequencyInComment,nonDictionaryWordFrequencyInTable,nonDictionaryWordImpactInTable,superlativeWordFrequencyInTable,superlativeWordImpactInTable,superlativeWordFrequencyInComment,wikiSyntaxElementFrequencyInTable,wikiSyntaxElementImpactInTable,wikiSyntaxElementFrequencyInComment,averageAllBadWordFrequencyInTable,averageAllBadWordImpactInTable,averageAllBadWordFrequencyInComment,revertInComment,redirectInComment,replaceInComment,goodFaithInComment,digitRatio,alphanumericRatio,uppercaseRatio,uppercaseToLowercaseRatio,longCharSeq,lengthOfLongestToken,newWordFrequency,refChangeRatio,refCount,previousLength,sizeChange,sizeRatio,LZWCompressionRate,KLDOfCharDistribution,rawCommentLength,userCommentLength,hasNumericOutlierInColumns,hasNumericOutlierInRows,tableDataTypeInformationGain,templateUseFlags,templateUseFifaFlags,templateUsePageLink,templateUseYesNo,revision_id,tag_id
0.0,1.0,20.0,-1.0,6.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,19450.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.03693547769969518,0.02824074074074074,0.013888888888888888,0.011904761904761904,0.08333333333333333,2.0,144.0,81.0,4.0,324.0,1.0,0.0,0.0,0.0,0.0,0.9965277777777778,0.0,1.6558895852685227E-5,372.787037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-8.613264427217916E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-1.722652885443583E-4,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.8333333333333334,0.1111111111111111,0.3,1.0,18.0,0.0,0.0,100.0,24411.0,2.0,2.483813813316554E-5,0.37873565548842303,5.7589824004825685,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499031999,12
1.0,0.0,15.0,10.0,7.0,7.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.1028632977291087,0.06631944444444444,0.33055555555555555,0.34523809523809523,0.7083333333333334,3.0,9.07563025210084,1.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,17899.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666666666666666,1.0,5.0,0.0,0.0,68.0,34070.0,0.0,1.11731843575419E-5,0.28273948598130844,3.4913327762414683,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410976532,12
0.0,0.0,23.0,-1.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1918.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.14347202295552366,5.787037037037037E-4,0.006944444444444444,0.02976190476190476,0.08333333333333333,2.0,288.0,0.0,0.0,0.0,1.0,1.0,156.0,26.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011494252873563218,1.0,0.0,0.0,0.0,0.0,0.8160919540229885,0.7934782608695652,0.022988505747126436,2.0,0.0,0.9090909090909091,1.3157894736842106,0.0,0.17011494252873563,0.7586956521739131,0.0,0.0,0.0,0.0,0.0,0.0036363636363636364,0.6154545454545455,0.08727272727272728,0.16782006920415224,2.0,18.0,2.0438751873552257E-4,0.0,0.0,1716.0,20298.0,1.5585841523341524,0.41687344913151364,7.909251093321509,11.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,598182681,12
1.0,0.0,20.0,16.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,3.0,215713.0,0.0,0.010775862068965518,0.8333333333333334,3.0,0.01063337815882829,0.014699074074074074,0.009722222222222222,0.03571428571428571,0.20833333333333334,4.0,411.42857142857144,2.0,6.0,12.0,1.0,0.0,6.0,0.0,3.0,0.8888888888888888,0.0,-0.47670850767085077,938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.08333333333333333,0.08333333333333333,0.2,0.0,0.6666666666666666,0.09090909090909091,0.0,0.08333333333333333,0.056666666666666664,0.0,0.0,0.0,0.0,0.0,0.0784313725490196,0.7058823529411765,0.10784313725490197,0.2222222222222222,2.0,13.0,0.007076755579749591,0.0,0.0,1216.0,501.0,0.046671625139457044,0.4992412746585736,10.844695268130522,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,292287858,11
1.0,0.0,20.0,16.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,3.0,215713.0,0.0,0.010775862068965518,0.8333333333333334,3.0,0.01063337815882829,0.014699074074074074,0.009722222222222222,0.03571428571428571,0.20833333333333334,4.0,411.42857142857144,2.0,6.0,12.0,1.0,0.0,6.0,0.0,3.0,0.8888888888888888,0.0,-0.47670850767085077,938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.08333333333333333,0.08333333333333333,0.2,0.0,0.6666666666666666,0.09090909090909091,0.0,0.08333333333333333,0.056666666666666664,0.0,0.0,0.0,0.0,0.0,0.0784313725490196,0.7058823529411765,0.10784313725490197,0.2222222222222222,2.0,13.0,0.007076755579749591,0.0,0.0,1216.0,501.0,0.046671625139457044,0.4992412746585736,10.844695268130522,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,292287858,5
0.0,0.0,11.0,-1.0,1.0,-1.0,0.0,0.7777777910232544,0.8571428656578064,0.5,0.5,0.0,6587.0,8389.0,67494.0,0.0,0.0513595166163142,0.05555555555555555,57523.0,0.0025269685597303655,0.0038194444444444443,0.0125,0.03571428571428571,0.08333333333333333,2.0,160.0,0.0,0.0,0.0,1.0,1.0,-80.0,-12.0,-12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.25,0.0,-1.0,0.25,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.1,0.0,0.0,0.0,0.0,0.0,0.65625,0.09375,0.21052631578947367,2.0,8.0,0.0,0.0,0.0,2211.0,-11721.0,-0.999829380651766,2.5,685.8418402696983,31.0,31.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,750708519,1
1.0,0.0,11.0,11.0,4.0,4.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,16.0,0.0,8.835873647006848E-4,0.2,1.0,0.03633902083897216,0.013194444444444444,0.016666666666666666,0.07142857142857142,0.25,6.0,360.0,12.0,10.0,120.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.016061921166838213,378.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,9.0,4943.0,718.0,0.016083931727177148,0.389416279539487,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,763289725,3
0.0,0.0,19.0,-1.0,3.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,7398.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.022730998677422835,0.011111111111111112,0.008333333333333333,0.03571428571428571,0.08333333333333333,2.0,240.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,1.0,3.0,0.0,0.0,58.0,21200.0,-365.0,-0.004279131007241606,0.3833708497467642,5.923678776026594,3.0,3.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,746333309,12
0.0,0.0,21.0,-1.0,1.0,-1.0,0.0,0.8571428656578064,0.8571428656578064,0.0,0.0,0.0,38351.0,53324.0,1797309.0,0.0,0.39080459770114945,0.0,-1.0,0.002887632174062574,0.0028935185185185184,0.004166666666666667,0.011904761904761904,0.08333333333333333,2.0,480.0,0.0,0.0,0.0,1.0,1.0,140.0,20.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0018115942028985507,1.0,0.06666666666666667,0.005434782608695652,3.0,0.2,0.5905797101449275,326.0,0.0018115942028985507,1.0,0.0,0.09923664122137404,13.0,0.0,0.11992753623188405,66.2,0.05333333333333333,0.0,0.0,0.0,0.0,0.04624688722874422,0.7536463891853433,0.08733546780505158,0.14109549756237452,2.0,33.0,-1.0,0.0,0.0,1.0,52595.0,52596.0,0.1749601558349566,923.4940467873563,110.0,110.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,685439887,12
0.0,0.0,3.0,-1.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,53679.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.009506801122554483,0.006828703703703704,0.002777777777777778,0.011904761904761904,0.08333333333333333,2.0,720.0,30.0,8.0,240.0,1.0,0.0,0.0,0.0,0.0,0.9857142857142858,0.0,0.0019376181474480257,176.675,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,-1.0,0.0,12.0,8575.0,82.0,0.0019612012948654334,0.375684173751019,4.311033453784068,33.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,566234046,12
1.0,0.0,19.0,14.0,7.0,7.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,1460.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.022684718421431656,0.02199074074074074,0.04027777777777778,0.041666666666666664,0.08333333333333333,2.0,49.6551724137931,7.0,4.0,28.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0630372492842932E-4,3116.714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7346938775510204,0.13877551020408163,0.23809523809523808,2.0,15.0,0.051201671891327065,0.0,2.0,6282.0,18.0,2.1776254713413027E-4,0.27805960684844644,2.0022749836219274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249241897,12
0.0,0.0,20.0,-1.0,7.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,2.314814814814815E-4,0.002777777777777778,0.011904761904761904,0.08333333333333333,2.0,720.0,0.0,0.0,0.0,1.0,1.0,35.0,7.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39805825242718446,41.0,0.019417475728155338,2.0,0.0,0.17142857142857143,6.0,0.0,0.08349514563106795,8.6,0.0,0.0,0.0,0.0,0.0,0.08450704225352113,0.765685019206146,0.15749039692701663,0.3024390243902439,3.0,17.0,-1.0,0.0,0.0,0.0,5207.0,5208.0,0.5992317541613317,1023.9999999999995,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,13100320,12
0.0,0.0,9.0,-1.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,2.314814814814815E-4,0.002777777777777778,0.011904761904761904,0.08333333333333333,2.0,720.0,0.0,0.0,0.0,1.0,1.0,680.0,85.0,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029017857142857144,26.0,0.0,0.5100446428571429,457.0,0.005580357142857143,5.0,0.0,0.16831683168316833,85.0,0.0,0.10892857142857144,97.6,0.0,0.0,0.0,0.0,0.0,0.0908012651555087,0.7547443331576172,0.1033210332103321,0.1844888366627497,3.0,178.0,-1.0,1.0,8.0,0.0,96949.0,96950.0,0.3006295907660021,1024.0,196.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,515596054,12
1.0,0.0,14.0,9.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,592.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.01917702325028245,0.004976851851851852,0.05138888888888889,0.20833333333333334,0.875,2.0,38.91891891891892,13.0,3.0,39.0,1.0,0.07692307692307693,0.0,0.0,0.0,0.9761904761904762,0.0,0.004189856794446766,411.7435897435897,0.041666666666666664,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.021052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.004210526315789474,0.0,0.0,0.0,0.0,0.0,0.0,0.7948717948717948,0.0,0.03125,1.0,8.0,0.002747252747252748,0.0,0.0,1628.0,67.0,0.004252126063031516,0.43723973825104107,27.569519472658623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497063899,2
1.0,0.0,14.0,9.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,592.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.01917702325028245,0.004976851851851852,0.05138888888888889,0.20833333333333334,0.875,2.0,38.91891891891892,13.0,3.0,39.0,1.0,0.07692307692307693,0.0,0.0,0.0,0.9761904761904762,0.0,0.004189856794446766,411.7435897435897,0.041666666666666664,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.021052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.004210526315789474,0.0,0.0,0.0,0.0,0.0,0.0,0.7948717948717948,0.0,0.03125,1.0,8.0,0.002747252747252748,0.0,0.0,1628.0,67.0,0.004252126063031516,0.43723973825104107,27.569519472658623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497063899,11
1.0,0.0,20.0,2.0,7.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,2.0,2.0,0.0,0.16666666666666666,0.0,-1.0,0.002524099136998485,0.0016203703703703703,0.011111111111111112,0.047619047619047616,0.16666666666666666,4.0,360.0,39.0,5.0,195.0,1.0,0.0,0.0,0.0,0.0,0.9863013698630136,0.0,0.0012975316368742228,336.37948717948717,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.011299435028248588,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6486486486486487,0.10810810810810811,0.23809523809523808,2.0,11.0,6.887052341597796E-4,0.0,0.0,6949.0,85.0,0.0013127766753167455,0.3775891829689298,109.24946404855007,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,223984303,12
